venta_id,fecha,departamento_id,linea_negocio,ingresos,costo,meta_ingresos
V001286,2025-02-12,3,B2C,2179.66,1735.5,2498.91
V001287,2025-03-04,1,B2C,5691.1,4084.55,6766.82
V001288,2025-12-09,5,B2C,7116.71,5755.88,7628.87
V001289,2025-07-12,4,Partners,4643.29,2626.25,4212.96
V001290,2025-01-19,2,B2B,2464.27,1542.56,2232.2
V001291,2024-04-18,2,B2B,4329.11,3083.52,4373.99
V001292,2025-06-03,4,B2B,5762.84,4823.83,5197.68
V001293,2024-03-07,5,B2B,3267.07,2070.63,3661.02
V001294,2024-06-22,1,B2B,3225.94,2278.51,3312.91
V001295,2024-07-11,3,B2C,6801.42,5168.57,6724.65
V001296,2024-10-10,4,B2B,5392.25,3615.46,5038.3
V001297,2025-02-28,5,B2B,2203.81,1806.38,2162.45
V001298,2024-08-03,1,B2C,3357.79,2356.52,3441.36
V001299,2024-07-21,5,Partners,5519.13,4164.41,5703.99
V001300,2025-07-10,4,Partners,6625.59,3822.12,6230.72
V001301,2025-04-06,1,B2C,3965.95,3207.98,3752.79
V001302,2025-12-02,1,Canal Digital,14975.72,10992.81,15735.03
V001303,2025-06-27,2,B2C,9356.97,6641.83,10803.78
V001304,2025-08-02,3,Partners,9428.89,7420.1,10800.27
V001305,2024-02-28,4,B2C,12583.8,9277.58,14390.25
V001306,2025-10-28,1,B2B,1895.07,1075.51,2003.31
V001307,2024-04-19,4,B2C,1970.64,1333.38,1988.39
V001308,2025-07-17,1,B2C,4256.09,3507.62,4025.17
V001309,2025-03-24,3,B2B,6033.42,3905.74,6521.32
V001310,2025-03-21,3,Canal Digital,7356.99,4868.13,7076.72
V001311,2025-02-23,3,B2B,5132.83,3381.03,4757.45
V001312,2024-06-02,1,B2C,6879.22,5435.39,7002.63
V001313,2024-10-30,5,B2B,4921.07,3651.84,5053.66
V001314,2024-09-27,3,B2C,4160.76,2520.37,4343.19
V001315,2025-07-23,1,B2B,5360.42,4538.58,6146.78
V001316,2024-11-30,2,Canal Digital,9453.11,7849.28,9933.12
V001317,2025-02-15,1,B2C,7050.13,4783.02,6869.55
V001318,2024-05-22,2,Canal Digital,2424.15,1687.53,2259.56
V001319,2024-04-14,2,B2B,10514.75,7864.51,10571.35
V001320,2025-12-29,1,B2B,3536.28,2690.36,3796.56
V001321,2025-10-24,1,B2B,6619.2,4491.68,6838.27
V001322,2024-12-09,4,Canal Digital,6777.84,4047.81,6204.65
V001323,2024-03-04,2,B2C,6603.41,5473.78,6557.19
V001324,2024-04-16,1,B2C,6247.02,3700.11,6381.09
V001325,2024-01-28,5,B2B,5042.93,3149.81,5290.58
V001326,2025-04-16,3,Partners,7335.75,4909.08,7429.82
V001327,2025-01-28,5,B2C,3504.25,2643.12,3316.16
V001328,2024-03-27,2,Partners,11053.76,6494.07,10032.81
V001329,2025-11-11,1,B2C,7345.27,5795.06,8740.25
V001330,2024-07-13,2,Partners,7076.92,5529.26,7056.61
V001331,2024-11-27,2,Canal Digital,3451.67,2634.1,3723.84
V001332,2024-12-20,2,B2B,4489.96,2732.12,4231.07
V001333,2024-04-09,1,B2B,5862.66,3292.92,5493.35
V001334,2025-12-17,1,B2B,4509.99,3757.25,4525.36
V001335,2024-05-08,5,Canal Digital,5213.21,3984.39,5975.97
V001336,2024-12-12,3,B2B,8730.59,6279.87,8134.7
V001337,2025-04-30,1,B2B,7428.59,4537.3,7054.32
V001338,2025-01-06,1,B2C,5006.31,3336.73,5369.38
V001339,2024-10-09,2,B2C,6733.2,5363.02,6711.95
V001340,2025-11-29,1,B2B,7132.33,5613.5,7168.61
V001341,2024-06-03,1,B2B,4182.24,3025.95,3877.69
V001342,2025-08-14,4,B2C,6555.21,3904.26,6738.28
V001343,2024-06-26,1,B2C,3891.92,2329.5,3623.39
V001344,2024-10-24,2,B2C,6672.38,4808.89,6627.68
V001345,2024-07-10,1,B2B,2917.14,2293.88,3066.23
V001346,2025-06-15,1,B2B,5012.81,4021.79,5016.45
V001347,2024-05-26,3,Canal Digital,6433.85,4544.29,5931.46
V001348,2024-04-23,1,B2B,6328.4,4568.64,6496.62
V001349,2025-06-30,2,Partners,2626.61,1504.18,2597.18
V001350,2024-05-23,4,Canal Digital,6689.17,4182.49,7690.56
V001351,2025-03-15,2,B2B,4299.75,3540.73,4242.45
V001352,2025-03-26,1,B2C,10504.22,6906.28,10077.72
V001353,2025-12-21,3,B2C,5084.25,3452.51,5011.78
V001354,2025-10-18,4,B2B,6765.29,4691.49,7935.95
V001355,2025-01-16,2,Canal Digital,5417.21,3205.89,5160.19
V001356,2024-05-04,1,Partners,7075.99,4421.91,8182.92
V001357,2024-12-26,1,Canal Digital,6035.95,3820.18,5781.44
V001358,2025-08-27,1,B2B,6741.3,3813.47,6741.89
V001359,2024-07-15,2,B2C,1331.36,838.72,1568.54
V001360,2025-09-22,1,B2C,4852.51,3911.1,4863.66
V001361,2024-02-04,5,B2C,3376.22,2331.16,3943.75
V001362,2024-05-28,4,B2C,5848.16,3608.19,5373.84
V001363,2025-09-24,4,Partners,5892.84,4957.87,5864.62
V001364,2024-06-03,2,B2C,7379.64,4639.26,6721.41
V001365,2025-12-12,4,Canal Digital,8294.33,6086.57,7940.92
V001366,2024-11-10,3,Partners,2241.62,1396.77,2475.37
V001367,2025-10-25,1,B2B,9167.77,5286.72,9759.16
V001368,2025-08-08,2,B2B,4750.17,3985.23,4286.58
V001369,2024-08-16,1,Canal Digital,9499.34,8006.24,8854.47
V001370,2024-02-24,3,B2C,2240.87,1298.77,2611.25
V001371,2025-03-17,1,B2B,14084.47,11754.07,15201.56
V001372,2025-01-22,1,Partners,4883.28,3412.42,5699.11
V001373,2025-07-13,4,B2B,4560.56,3820.47,4829.35
V001374,2025-12-05,3,Partners,4166.85,2850.48,4544.94
V001375,2024-12-17,2,Partners,4252.61,3399.45,4509.78
V001376,2024-11-03,2,B2C,7748.76,5172.69,7572.4
V001377,2025-03-22,5,B2C,3989.08,2950.94,3718.14
V001378,2025-09-17,2,B2B,2492.86,2097.39,2600.93
V001379,2024-12-28,5,B2C,1884.16,1572.85,2059.08
V001380,2025-09-03,4,B2C,6006.45,3455.7,5896.03
V001381,2025-08-09,3,B2C,4174.87,2856.96,3849.34
V001382,2025-02-04,3,Partners,3740.86,2784.98,3942.59
V001383,2025-11-24,3,B2B,12501.07,8176.86,14821.34
V001384,2025-03-20,1,Partners,10276.94,6908.31,9502.63
V001385,2025-02-14,4,B2C,2500.15,1542.7,2829.74
V001386,2024-08-26,1,B2C,4080.68,3007.43,4670.81
V001387,2025-08-16,3,Partners,4673.94,3854.1,4899.35
V001388,2024-08-31,2,B2B,7164.87,4936.95,7001.6
V001389,2025-06-12,2,B2C,2779.79,2297.07,2694.99
V001390,2024-05-02,5,Partners,2864.08,1644.99,3290.96
V001391,2024-10-16,2,B2B,4612.09,2958.69,4570.98
V001392,2024-02-28,3,B2B,4199.62,2480.79,3858.49
V001393,2025-05-06,1,B2C,2330.31,1864.27,2567.56
V001394,2025-12-31,2,B2B,3336.88,2195.85,3050.24
V001395,2024-02-13,1,Canal Digital,7088.67,5319.77,8415.32
V001396,2024-02-09,1,B2C,2711.18,1581.69,2547.31
V001397,2025-03-11,3,B2B,6398.08,4266.83,7525.51
V001398,2024-11-27,2,B2C,9751.02,6989.75,10569.72
V001399,2024-10-07,4,B2B,5981.83,5024.14,6408.99
V001400,2025-05-22,3,B2B,2437.78,1542.94,2633.06
V001401,2024-11-06,2,B2C,1736.23,1076.59,2005.99
V001402,2025-08-12,3,Partners,4913.13,3881.59,4617.92
V001403,2024-05-24,4,Partners,11325.82,9341.93,11615.2
V001404,2025-04-27,4,B2C,7614.3,6372.89,7188.59
V001405,2025-01-16,1,B2B,9479.88,7964.32,8906.7
V001406,2025-10-18,3,B2C,3845.74,2774.65,4223.5
V001407,2024-10-26,2,B2C,10221.81,6150.91,9354.16
V001408,2024-04-05,1,B2B,1710.0,1403.34,1735.17
V001409,2025-02-24,3,B2C,8227.85,6960.04,9297.29
V001410,2024-05-09,4,B2C,4173.13,3234.3,3949.67
V001411,2024-10-15,1,Canal Digital,10189.75,7454.53,11200.76
V001412,2025-11-06,1,Canal Digital,12722.89,9375.32,12801.97
V001413,2025-05-03,1,B2C,7377.66,4337.19,7254.3
V001414,2024-12-30,2,B2C,9467.34,6000.89,9416.25
V001415,2024-07-21,2,B2B,4396.34,3437.02,4359.37
V001416,2025-04-04,2,Canal Digital,5605.88,4681.36,6474.87
V001417,2024-04-13,3,B2B,6693.19,4664.9,7807.75
V001418,2024-07-03,1,Canal Digital,4182.97,2753.77,4806.9
V001419,2024-01-10,1,Canal Digital,3308.41,2060.8,3274.9
V001420,2025-05-31,5,B2B,6386.08,4644.45,7654.18
V001421,2025-06-22,4,Canal Digital,4290.31,2856.35,4952.3
V001422,2025-01-08,2,Canal Digital,4407.91,2660.88,3993.82
V001423,2025-12-16,3,B2B,10919.28,8505.42,11331.45
V001424,2025-07-12,1,B2B,13065.79,8566.32,14912.8
V001425,2025-07-16,3,B2C,1007.78,815.07,1043.62
V001426,2025-01-13,5,B2C,10071.48,5973.56,9211.76
V001427,2025-11-20,3,B2B,9863.14,8319.92,11680.35
V001428,2024-04-30,3,Canal Digital,7012.07,4527.47,7479.02
V001429,2024-08-15,1,B2C,8778.24,7214.86,8593.25
V001430,2025-01-27,3,Partners,1441.09,838.4,1592.75
V001431,2025-11-01,4,Canal Digital,5232.88,3818.41,5222.43
V001432,2024-06-25,1,B2C,11295.3,7128.35,10221.78
V001433,2025-03-14,2,B2C,3502.89,2193.45,3335.76
V001434,2025-12-08,2,B2B,3390.55,1910.09,3863.29
V001435,2025-02-25,2,B2B,10989.94,6979.9,10318.3
V001436,2025-11-07,1,Canal Digital,3824.62,3067.75,4054.07
V001437,2024-03-05,1,B2B,5771.68,4486.42,5860.16
V001438,2024-05-25,1,B2C,5424.61,3726.97,5335.89
V001439,2024-12-04,1,B2B,6798.51,4208.54,7004.8
V001440,2025-07-16,1,Partners,4816.43,3248.46,4527.1
V001441,2024-10-30,2,B2C,8244.91,5107.49,7682.7
V001442,2024-07-25,1,Canal Digital,2716.13,2059.8,2609.64
V001443,2025-04-14,3,B2B,6855.25,4822.31,7984.9
V001444,2024-11-05,5,B2C,6134.83,4997.76,6070.56
V001445,2024-02-02,1,Partners,6874.83,5177.28,7064.98
V001446,2024-04-13,1,B2C,11203.85,6368.86,13259.73
V001447,2025-04-19,2,Canal Digital,6427.47,4829.09,6090.45
V001448,2025-04-09,4,Canal Digital,7544.38,6176.57,8026.4
V001449,2025-03-15,4,B2C,3545.73,2060.86,3254.68
V001450,2024-11-11,1,Canal Digital,5532.59,4108.11,6114.75
V001451,2025-01-03,2,B2B,1628.1,1284.0,1674.48
V001452,2025-11-16,5,B2B,3926.43,2744.68,4127.49
V001453,2024-03-16,1,B2B,4876.54,2977.96,4410.62
V001454,2024-02-29,4,B2C,12547.18,10251.01,11510.81
V001455,2025-11-19,1,Canal Digital,8086.1,6556.23,8243.74
V001456,2024-09-19,5,B2B,9215.01,6676.22,10623.24
V001457,2024-03-12,2,B2B,4714.25,2657.73,4622.44
V001458,2025-12-24,1,Partners,5005.75,3044.49,5518.76
V001459,2024-07-31,2,B2C,4371.62,3629.98,4045.55
V001460,2024-07-25,3,Canal Digital,5139.3,4161.6,5987.6
V001461,2024-01-20,1,Canal Digital,4773.74,2798.78,5603.28
V001462,2024-08-26,2,B2C,7376.36,4564.39,7231.86
V001463,2025-04-01,4,B2C,6169.15,3949.92,6301.48
V001464,2025-01-29,1,B2B,7689.56,6205.8,7240.29
V001465,2025-08-30,1,B2B,3982.55,3161.43,4411.43
V001466,2024-06-22,4,B2C,4741.25,3260.06,5493.95
V001467,2024-10-30,5,B2B,4985.45,3425.51,5398.61
V001468,2025-04-10,4,Partners,2327.31,1742.23,2567.15
V001469,2024-03-04,3,B2B,8096.16,6636.03,7714.65
V001470,2024-01-27,2,Canal Digital,12270.05,7553.46,11387.79
V001471,2024-03-07,1,B2C,10255.66,8425.47,12153.54
V001472,2025-07-14,5,Partners,10384.69,5871.54,12213.6
V001473,2025-05-06,4,Canal Digital,2816.01,1577.91,3226.36
V001474,2025-04-25,1,Partners,7397.49,4828.82,6918.46
V001475,2025-06-11,1,Canal Digital,4881.02,3133.9,5222.91
V001476,2024-10-25,4,B2B,6769.54,4284.22,7160.99
V001477,2024-01-18,2,B2C,8012.72,5156.3,9389.02
V001478,2024-04-29,1,Partners,9359.64,7663.03,8572.36
V001479,2025-12-10,1,Canal Digital,3068.65,2388.15,3256.32
V001480,2024-12-09,4,Canal Digital,2654.18,2028.28,2746.55
V001481,2025-06-04,4,Canal Digital,7410.0,5348.91,7388.68
V001482,2024-11-20,3,B2C,7732.91,6079.77,8294.27
V001483,2025-08-06,3,B2C,3852.06,2704.03,4294.55
V001484,2025-12-17,3,B2B,4695.4,3414.87,4424.05
V001485,2024-04-29,1,Canal Digital,5431.04,3045.46,5502.79
V001486,2025-11-09,2,Partners,6477.44,5304.58,7007.23
V001487,2025-06-29,4,Canal Digital,6149.52,5059.33,5780.92
V001488,2025-05-31,2,B2B,10693.53,7483.86,11602.12
V001489,2025-12-05,1,Canal Digital,12132.71,7638.69,13647.78
V001490,2024-04-05,4,B2C,6094.78,3565.18,6983.05
V001491,2025-09-17,5,B2C,3224.4,2277.64,3646.66
V001492,2025-12-13,1,B2B,3849.31,2467.39,3800.88
V001493,2024-04-12,3,B2C,10313.34,6114.78,10317.4
V001494,2025-03-01,2,B2B,2387.55,1841.45,2519.52
V001495,2024-01-19,4,Partners,1497.92,1063.1,1682.7
V001496,2024-05-27,2,Partners,3304.0,2128.18,3826.14
V001497,2024-02-14,1,B2C,8163.25,6019.6,7811.53
V001498,2025-05-07,1,B2B,3790.2,3208.54,3543.53
V001499,2024-05-18,4,B2B,2768.03,2183.43,3222.25
V001500,2025-01-26,3,B2B,5031.82,3307.77,5697.01
V001501,2024-11-07,2,B2B,5314.43,3590.99,6038.71
V001502,2024-07-05,3,B2B,4942.24,3716.96,5850.24
V001503,2024-05-11,2,B2B,6430.71,5333.24,6799.1
V001504,2024-06-18,2,B2B,4597.59,3664.96,5026.66
V001505,2024-08-15,1,Canal Digital,13773.37,9446.51,14782.32
V001506,2025-01-17,3,B2B,6477.15,3824.34,7107.27
V001507,2025-02-27,3,Partners,8108.79,5553.0,9244.84
V001508,2024-08-16,1,B2C,8175.56,6748.53,9370.04
V001509,2024-03-02,1,B2B,3597.39,2445.89,4044.86
V001510,2025-06-17,3,Canal Digital,4641.86,3344.21,4312.85
V001511,2025-09-19,4,Partners,7386.25,4333.83,7816.56
V001512,2024-09-10,4,Partners,3557.35,2803.42,3456.58
V001513,2024-08-13,3,B2B,5072.65,3753.17,4588.39
V001514,2024-01-27,2,B2B,5321.55,4089.98,6254.04
V001515,2024-06-12,2,B2C,8774.68,6475.0,10047.33
V001516,2024-12-12,1,Partners,4721.3,3525.79,4513.08
V001517,2024-01-22,1,B2B,5478.55,4549.26,6490.2
V001518,2024-07-15,1,Canal Digital,1773.25,1390.02,2074.06
V001519,2025-08-27,4,B2B,3817.64,2563.74,4488.47
V001520,2025-09-02,1,B2C,6163.33,5092.29,6433.65
V001521,2024-07-13,1,B2C,3930.08,2984.97,4665.12
V001522,2025-08-07,4,Canal Digital,3438.69,2508.53,3377.1
V001523,2024-08-10,3,Partners,11123.59,7388.8,10396.84
V001524,2024-12-18,1,B2C,5234.09,3891.05,4981.68
V001525,2024-03-07,5,B2C,11787.35,9925.43,10845.07
V001526,2025-10-24,2,B2C,6137.04,3570.21,6949.94
V001527,2025-07-28,1,B2B,8458.33,5910.92,8579.08
V001528,2025-11-30,1,B2C,5380.06,4196.39,5262.67
V001529,2025-04-13,2,B2C,5617.23,3928.1,6364.82
V001530,2024-05-05,3,B2B,7481.7,4629.46,7874.76
V001531,2024-04-14,3,Partners,4118.86,3252.28,4919.81
V001532,2025-02-03,2,Canal Digital,4443.92,3657.61,5024.43
V001533,2025-12-02,1,B2C,8164.29,5554.95,9705.9
V001534,2025-07-13,3,B2B,6633.03,4496.58,7811.75
V001535,2025-03-11,2,Canal Digital,12420.35,9531.59,12871.57
V001536,2025-02-14,1,Partners,6021.22,3446.3,6135.94
V001537,2024-05-03,1,B2B,5339.14,3251.16,5759.83
V001538,2024-09-12,3,B2B,5055.97,2842.28,5201.55
V001539,2025-05-03,1,B2C,4817.65,3721.93,5554.04
V001540,2024-02-22,1,Canal Digital,10939.75,6827.15,11817.82
V001541,2024-02-27,2,Partners,8696.24,5252.11,8515.99
V001542,2024-11-04,2,B2C,6419.81,5166.44,6121.3
V001543,2024-06-07,4,B2C,8905.16,5612.29,9747.92
V001544,2025-04-25,2,Canal Digital,2600.55,1713.89,3023.26
V001545,2024-05-11,1,Partners,5321.5,3258.07,5813.39
V001546,2024-08-24,1,B2B,10163.27,8308.25,10804.3
V001547,2024-04-19,3,Canal Digital,6388.97,4553.29,7333.81
V001548,2025-03-28,4,B2C,4800.61,3059.52,4687.01
V001549,2024-04-14,1,Canal Digital,7812.44,6374.83,7977.58
V001550,2025-03-29,4,Partners,15573.11,13082.54,15772.9
V001551,2024-07-24,1,Canal Digital,6404.69,4947.26,7391.71
V001552,2025-12-21,1,Partners,9182.97,7189.7,9108.18
V001553,2025-09-25,2,B2C,8780.27,5949.87,8035.36
V001554,2025-12-05,2,B2C,2998.82,1734.54,3167.84
V001555,2025-01-03,2,B2C,7350.41,5909.16,7580.9
V001556,2024-08-24,4,B2C,4003.35,3142.26,3748.84
V001557,2025-04-06,4,B2C,7282.37,5240.88,7716.94
V001558,2024-03-16,1,B2C,7373.83,4385.96,7652.06
V001559,2024-07-12,2,Partners,9325.4,5639.53,11009.8
V001560,2025-10-16,2,B2C,13910.84,10240.43,13851.49
V001561,2024-03-09,1,Canal Digital,5775.29,3980.87,6228.99
V001562,2025-09-02,1,B2B,1509.73,1240.16,1626.33
V001563,2025-02-19,3,Canal Digital,6679.78,4940.47,6472.46
V001564,2025-07-15,2,B2B,2119.68,1432.31,2279.51
V001565,2025-01-28,1,B2C,3407.64,2766.04,3157.49
V001566,2025-01-16,1,Partners,1343.1,866.46,1445.92
V001567,2024-08-28,1,B2B,2737.59,1956.32,2774.73
V001568,2025-10-13,2,Canal Digital,1357.45,1143.48,1483.27
V001569,2024-05-21,1,Canal Digital,5026.52,3478.66,5126.03
V001570,2025-11-30,2,B2C,9329.51,7040.56,9647.7
V001571,2025-11-12,3,Canal Digital,8296.16,5551.85,9184.46
V001572,2025-01-14,2,B2B,8445.27,5576.43,7638.0
V001573,2024-04-29,1,Canal Digital,9767.74,7559.28,9187.0
V001574,2025-01-14,1,B2C,3823.04,2839.29,3666.98
V001575,2025-08-14,1,Canal Digital,8973.97,5524.4,8468.15
V001576,2024-01-20,1,Canal Digital,13538.92,10033.67,15915.03
V001577,2024-12-05,1,B2C,3180.49,1978.19,3163.15
V001578,2025-11-15,4,B2C,3628.6,2329.84,4352.1
V001579,2024-11-05,1,B2B,6492.89,4770.48,7543.43
V001580,2024-02-10,1,Partners,3441.88,2412.23,3528.67
V001581,2024-11-03,2,B2C,3454.62,2485.52,4070.35
V001582,2025-01-17,4,Partners,4893.61,2940.28,4956.31
V001583,2025-03-15,4,B2B,5285.14,3719.94,5914.75
V001584,2025-10-24,3,B2B,5331.33,4109.37,5940.8
V001585,2025-11-17,1,B2B,4468.85,2880.54,4374.39
V001586,2025-10-12,2,Partners,7699.51,5903.4,7687.5
V001587,2024-04-16,1,Canal Digital,2038.03,1609.17,1931.04
V001588,2025-11-19,2,B2C,5973.1,3578.59,6322.53
V001589,2025-10-16,1,B2B,4528.16,2679.43,4376.95
V001590,2025-08-05,2,B2C,6983.1,5290.16,7894.05
V001591,2024-05-17,2,B2B,11596.55,9319.76,10971.06
V001592,2024-03-04,5,B2C,7109.49,5393.26,7772.84
V001593,2025-08-07,2,B2B,6171.97,4804.64,7127.01
V001594,2024-10-09,1,Canal Digital,6383.86,3956.16,7540.33
V001595,2025-11-25,1,B2C,9191.9,5545.42,10371.69
V001596,2024-01-24,4,B2C,2069.14,1391.76,2081.54
V001597,2025-03-09,2,B2C,10875.45,6534.42,11167.33
V001598,2025-11-12,3,B2B,3819.07,2877.93,3720.8
V001599,2024-10-24,2,B2B,6252.56,5183.17,6925.32
V001600,2025-04-01,5,B2C,4257.82,2778.95,3970.94
V001601,2025-11-15,4,B2C,2811.36,1728.03,3315.13
V001602,2025-10-12,1,Canal Digital,4485.76,2577.81,4938.15
V001603,2025-08-18,2,B2B,1910.63,1467.29,1778.6
V001604,2025-12-20,1,Canal Digital,1478.26,850.3,1454.82
V001605,2024-07-31,2,Partners,6810.2,3835.38,7877.36
V001606,2024-11-04,3,B2B,7462.84,5161.31,8034.32
V001607,2024-03-16,3,Partners,1960.61,1522.62,1932.32
V001608,2024-09-09,4,B2C,6616.56,4572.9,6862.2
V001609,2025-07-01,1,B2C,5902.55,4657.01,6580.72
V001610,2025-05-22,3,B2C,4135.35,3063.77,4454.64
V001611,2024-02-23,3,Partners,5809.69,4363.16,6034.42
V001612,2024-04-26,1,B2B,7450.63,4903.28,7332.72
V001613,2025-08-13,1,Partners,5093.9,2882.45,5157.11
V001614,2024-04-17,1,B2C,3899.13,2452.67,4368.75
V001615,2025-01-18,2,Partners,4856.95,3808.92,4982.48
V001616,2025-09-10,3,B2C,4132.82,3425.79,4319.17
V001617,2024-10-14,1,B2C,8180.12,6465.93,8607.23
V001618,2024-11-06,2,B2B,6435.5,4173.0,6458.26
V001619,2024-06-10,1,B2B,8695.36,5099.18,8276.47
V001620,2024-01-06,5,B2B,5052.15,3593.64,4929.72
V001621,2024-12-22,3,Canal Digital,6237.23,3971.73,6655.64
V001622,2025-03-28,2,B2C,4753.94,3417.44,5112.2
V001623,2025-01-15,2,B2B,3548.15,2673.96,3631.07
V001624,2024-03-09,3,B2C,6139.39,3927.51,6975.37
V001625,2025-06-20,1,Canal Digital,6169.82,3822.13,6602.93
V001626,2024-04-16,1,Canal Digital,4963.53,3856.3,4698.19
V001627,2024-05-23,1,Canal Digital,5054.27,3787.47,4963.79
V001628,2025-11-23,4,B2B,9439.57,8011.31,9748.93
V001629,2024-06-23,3,B2B,8131.76,6591.0,8358.12
V001630,2024-08-21,4,B2B,4925.49,3032.58,5470.5
V001631,2025-11-13,1,Canal Digital,2540.56,1648.53,2771.2
V001632,2025-09-01,2,Canal Digital,6687.73,3960.02,6958.54
V001633,2024-12-31,3,B2C,1062.71,857.0,1106.37
V001634,2025-05-08,2,Canal Digital,5506.28,3317.29,5192.69
V001635,2024-04-04,2,Partners,4874.28,3085.66,5470.06
V001636,2024-01-05,4,Canal Digital,4474.08,3055.89,4268.76
V001637,2024-08-22,3,B2B,10347.04,6753.64,11246.37
V001638,2025-01-22,1,B2C,4054.35,2983.09,4634.17
V001639,2025-10-10,4,Canal Digital,2048.97,1521.66,2454.12
V001640,2025-07-21,5,Canal Digital,11809.5,9112.89,10776.88
V001641,2024-02-01,1,Canal Digital,1981.71,1365.41,1896.21
V001642,2024-03-12,3,B2C,1874.76,1350.68,2088.26
V001643,2024-02-07,3,B2C,4785.96,3868.59,4745.13
V001644,2024-01-27,4,B2B,4862.03,3086.05,4591.36
V001645,2024-02-01,1,Canal Digital,3019.81,1790.1,3330.94
V001646,2025-03-12,4,Partners,8701.42,7258.9,9586.98
V001647,2025-02-08,1,B2C,6440.6,4531.93,7337.58
V001648,2024-04-23,5,B2C,3801.02,3044.66,3905.64
V001649,2025-01-03,2,B2C,4533.32,3211.75,4308.58
V001650,2025-06-20,1,B2B,5869.15,4285.94,6007.14
V001651,2025-01-20,1,Partners,5728.52,4097.26,5435.16
V001652,2025-08-19,1,Partners,7748.6,5886.82,7506.2
V001653,2024-03-08,2,B2B,8472.14,5246.76,9344.4
V001654,2025-02-14,4,B2B,4750.87,2681.09,5094.02
V001655,2025-01-25,5,B2B,2639.01,1788.58,2568.82
V001656,2025-06-12,2,B2B,9161.88,5528.05,9968.51
V001657,2025-05-30,1,B2C,6138.38,5066.68,6649.25
V001658,2025-04-20,4,B2C,4811.73,3952.06,4822.25
V001659,2024-12-14,1,Partners,1858.08,1306.5,1876.39
V001660,2025-11-11,1,B2B,4823.47,3128.53,4967.9
V001661,2024-03-29,2,B2B,7048.03,4455.85,6815.05
V001662,2025-12-18,2,B2B,6125.51,4936.72,7063.73
V001663,2024-12-17,1,Canal Digital,8904.92,6742.81,8349.69
V001664,2024-07-27,2,B2B,1493.15,1008.0,1506.06
V001665,2024-10-23,2,Partners,2310.64,1415.62,2252.03
V001666,2024-07-17,2,Canal Digital,4649.61,2950.12,4339.22
V001667,2024-11-07,2,Partners,4969.1,3102.23,5762.97
V001668,2024-10-19,2,B2C,4858.08,3676.57,5398.97
V001669,2025-10-24,2,Partners,4562.35,2796.19,4903.72
V001670,2024-04-11,1,B2B,3994.42,2972.15,4360.19
V001671,2025-07-27,3,B2C,7522.1,6135.79,7237.26
V001672,2025-12-25,1,B2B,6257.53,4172.82,6239.38
V001673,2025-07-18,3,Partners,4012.68,2534.45,4804.95
V001674,2024-02-16,4,B2B,3691.69,2613.19,3539.49
V001675,2025-12-23,3,Canal Digital,10833.84,7998.58,11541.7
V001676,2025-07-15,3,B2C,10113.26,7875.17,10237.56
V001677,2024-06-12,2,B2B,3940.88,2816.94,3913.14
V001678,2024-06-07,5,B2C,5257.38,3764.16,4731.98
V001679,2024-02-20,3,B2B,2965.17,2505.83,2904.65
V001680,2024-04-20,1,B2C,3169.26,2530.96,2980.33
V001681,2024-06-14,1,B2C,4602.09,3072.05,4445.01
V001682,2024-09-23,2,B2C,4680.89,3261.19,4593.67
V001683,2025-03-15,3,B2B,5387.64,4490.1,5288.43
V001684,2025-11-15,2,B2B,5920.42,3441.17,6601.77
V001685,2024-09-07,1,B2C,1531.6,1234.84,1639.76
V001686,2024-02-26,1,Canal Digital,6677.17,3818.74,6027.41
V001687,2025-04-26,4,B2C,7306.79,5260.26,7567.98
V001688,2024-05-01,1,Canal Digital,3408.38,2093.84,3083.73
V001689,2024-05-08,1,B2C,5611.59,4426.24,6137.96
V001690,2024-05-01,1,B2C,2494.53,1943.11,2561.52
V001691,2025-03-06,2,B2B,3977.79,2703.34,4621.21
V001692,2025-12-19,2,B2B,10425.45,6536.33,11500.53
V001693,2024-10-16,1,B2C,7639.06,6027.15,6889.99
V001694,2024-07-01,1,B2B,4194.11,2752.09,4561.5
V001695,2025-09-07,3,B2B,4305.74,2668.39,4628.27
V001696,2024-10-10,1,Canal Digital,7097.56,4195.65,7431.48
V001697,2025-12-25,4,B2C,9030.49,5304.59,10020.66
V001698,2024-10-17,2,Canal Digital,5541.52,3278.04,6336.17
V001699,2024-09-13,2,B2C,7151.63,5362.91,7994.86
V001700,2025-10-06,5,B2B,2967.61,2248.27,3473.09
V001701,2025-11-28,5,B2C,11082.77,8902.94,12326.12
V001702,2024-04-09,5,B2C,3796.95,2930.43,4552.77
V001703,2025-07-21,1,B2C,4638.46,3302.22,5114.29
V001704,2024-11-21,1,B2C,4233.59,2438.93,4603.11
V001705,2024-04-28,3,B2B,9684.25,8186.2,10522.52
V001706,2025-07-25,1,B2C,4623.26,3265.12,4956.25
V001707,2025-05-11,4,Partners,6587.16,5530.04,6815.27
V001708,2024-02-28,4,B2C,10964.66,8829.71,12301.71
V001709,2024-05-26,2,B2B,9836.34,8212.13,10643.99
V001710,2024-02-02,4,B2B,5692.52,4813.8,5860.22
V001711,2024-08-10,1,Partners,4567.28,3843.01,4382.44
V001712,2025-11-26,3,B2C,6053.83,4396.32,7052.6
V001713,2025-01-05,2,B2C,2377.87,1699.72,2733.78
