orden_id,cliente_id,fecha_orden,canal,monto_orden
O004920,361,2025-10-24,Fuerza Comercial,675.96
O004921,52,2025-11-11,Online,
O004922,1159,2024-01-15,Fuerza Comercial,303.4
O004923,468,2024-04-05,Online,526.66
O004924,808,2024-08-12,Partners,333.79
O004925,459,2025-06-27,Online,368.26
O004926,240,2025-02-21,Fuerza Comercial,124.78
O004927,106,2025-01-31,Partners,928.87
O004928,216,2024-04-12,Fuerza Comercial,612.42
O004929,1078,2025-08-16,Online,544.43
O004930,1026,2025-08-30,Online,486.46
O004931,467,2025-09-25,Fuerza Comercial,256.46
O004932,686,2025-05-17,Partners,358.3
O004933,1194,2024-01-09,Fuerza Comercial,448.53
O004934,1052,2025-09-13,Fuerza Comercial,1247.15
O004935,825,2024-01-08,Partners,310.38
O004936,1130,2024-07-20,Fuerza Comercial,346.26
O004937,1119,2025-06-28,Partners,615.22
O004938,822,2024-12-16,Online,541.72
O004939,678,2025-04-22,Online,225.23
O004940,888,2024-03-09,Fuerza Comercial,502.84
O004941,932,2025-04-27,Fuerza Comercial,410.72
O004942,662,2024-04-04,Online,621.1
O004943,1032,2024-09-01,Fuerza Comercial,830.52
O004944,1157,2025-12-17,Online,242.31
O004945,358,2025-02-13,Partners,810.06
O004946,112,2025-05-03,Online,767.4
O004947,231,2024-11-08,Fuerza Comercial,187.58
O004948,203,2025-01-09,Fuerza Comercial,263.84
O004949,228,2024-02-26,Online,621.13
O004950,697,2024-06-03,Fuerza Comercial,396.94
O004951,1129,2025-04-03,Online,380.75
O004952,348,2025-10-03,Online,555.77
O004953,928,2025-10-24,Online,601.47
O004954,330,2025-08-20,Partners,380.42
O004955,375,2025-05-13,Fuerza Comercial,315.85
O004956,946,2024-07-14,Online,715.76
O004957,547,2024-11-18,Fuerza Comercial,417.2
O004958,291,2025-02-13,Online,688.01
O004959,328,2024-03-03,Online,744.48
O004960,28,2025-01-10,Online,339.69
O004961,1094,2024-11-04,Online,617.44
O004962,375,2024-09-05,Online,414.75
O004963,1173,2025-08-12,Online,501.37
O004964,549,2024-06-25,Fuerza Comercial,660.7
O004965,791,2025-01-17,Online,416.56
O004966,393,2025-12-11,Online,406.97
O004967,514,2025-11-29,Online,463.33
O004968,620,2025-11-04,Fuerza Comercial,627.73
O004969,1076,2024-07-12,Online,451.81
O004970,652,2024-06-02,Online,541.19
O004971,274,2025-05-19,Partners,356.64
O004972,9,2025-01-12,Fuerza Comercial,547.95
O004973,738,2025-08-05,Partners,539.36
O004974,233,2024-03-19,Fuerza Comercial,630.92
O004975,287,2024-12-18,Fuerza Comercial,359.4
O004976,243,2025-07-24,Online,460.4
O004977,1077,2025-06-20,Online,357.62
O004978,1129,2025-02-02,Fuerza Comercial,250.69
O004979,1148,2025-09-04,Partners,519.85
O004980,942,2024-09-17,Online,426.54
O004981,187,2024-10-15,Online,407.16
O004982,613,2025-11-29,Online,354.22
O004983,868,2024-09-28,Online,504.02
O004984,500,2024-07-10,Fuerza Comercial,246.56
O004985,724,2025-01-12,Fuerza Comercial,474.42
O004986,156,2025-11-23,Partners,465.8
O004987,226,2025-10-18,Fuerza Comercial,289.67
O004988,197,2024-08-16,Fuerza Comercial,294.44
O004989,153,2024-11-03,Online,502.16
O004990,595,2025-12-05,Fuerza Comercial,498.66
O004991,290,2025-06-14,Fuerza Comercial,897.26
O004992,78,2024-05-05,Online,138.82
O004993,399,2024-07-30,Online,633.13
O004994,114,2025-09-06,Online,530.96
O004995,171,2024-09-17,Online,1164.24
O004996,66,2025-02-22,Fuerza Comercial,170.78
O004997,28,2024-04-13,Partners,
O004998,845,2025-01-11,Fuerza Comercial,507.65
O004999,19,2025-02-02,Online,337.26
O005000,971,2024-07-06,Fuerza Comercial,455.46
O005001,693,2025-12-14,Fuerza Comercial,544.25
O005002,678,2024-05-12,Partners,297.32
O005003,1071,2024-06-22,Online,221.87
O005004,182,2025-11-04,Fuerza Comercial,394.95
O005005,47,2024-08-11,Online,346.86
O005006,887,2025-03-12,Online,
O005007,343,2025-06-21,Online,817.0
O005008,74,2024-05-10,Online,919.83
O005009,521,2024-06-08,Online,964.27
O005010,231,2025-12-01,Partners,342.0
O005011,672,2025-10-18,Online,634.63
O005012,296,2024-05-03,Fuerza Comercial,511.04
O005013,74,2025-10-07,Online,464.28
O005014,191,2025-06-14,Online,318.15
O005015,321,2025-02-22,Fuerza Comercial,552.6
O005016,100,2024-09-10,Fuerza Comercial,1089.57
O005017,444,2024-09-05,Fuerza Comercial,356.87
O005018,327,2024-11-04,Fuerza Comercial,746.03
O005019,1013,2025-04-15,Fuerza Comercial,519.9
O005020,480,2024-09-25,Online,541.68
O005021,247,2024-05-14,Partners,376.4
O005022,969,2024-03-08,Online,366.85
O005023,912,2025-09-09,Partners,345.58
O005024,37,2025-05-23,Online,418.96
O005025,824,2025-10-07,Online,1179.42
O005026,904,2025-02-11,Online,443.62
O005027,344,2024-03-30,Fuerza Comercial,630.09
O005028,580,2024-12-19,Online,589.4
O005029,1123,2024-08-04,Online,226.19
O005030,232,2025-09-06,Online,796.7
O005031,857,2024-04-28,Online,442.97
O005032,1110,2025-12-06,Partners,363.99
O005033,250,2024-12-20,Online,636.08
O005034,544,2024-05-08,Fuerza Comercial,320.63
O005035,503,2024-06-26,Fuerza Comercial,560.48
O005036,1027,2025-02-20,Fuerza Comercial,94.33
O005037,1146,2025-09-07,Online,525.99
O005038,436,2024-09-29,Online,398.14
O005039,754,2024-03-13,Partners,309.83
O005040,859,2024-02-14,Fuerza Comercial,561.18
O005041,314,2025-07-30,Online,346.77
O005042,1145,2025-11-14,Online,450.46
O005043,577,2025-07-01,Online,686.93
O005044,243,2025-08-17,Fuerza Comercial,268.02
O005045,593,2025-02-03,Fuerza Comercial,327.99
O005046,94,2024-10-01,Online,379.01
O005047,938,2024-10-23,Fuerza Comercial,455.16
O005048,1013,2024-12-30,Partners,624.26
O005049,749,2024-09-22,Partners,253.93
O005050,63,2025-04-29,Fuerza Comercial,1241.78
O005051,286,2024-01-15,Online,506.33
O005052,1066,2025-02-10,Online,183.47
O005053,916,2025-06-01,Online,326.53
O005054,103,2025-09-22,Fuerza Comercial,251.09
O005055,903,2025-09-28,Partners,931.74
O005056,25,2024-08-20,Fuerza Comercial,816.43
O005057,1097,2024-08-22,Fuerza Comercial,194.68
O005058,964,2025-05-23,Online,355.1
O005059,1191,2025-01-03,Fuerza Comercial,254.37
O005060,706,2025-10-11,Partners,374.77
O005061,1019,2025-02-26,Online,570.39
O005062,553,2025-04-24,Fuerza Comercial,235.02
O005063,3,2024-12-22,Online,166.93
O005064,650,2024-07-09,Partners,503.51
O005065,62,2025-06-06,Online,459.14
O005066,798,2025-01-04,Online,739.9
O005067,455,2024-06-28,Fuerza Comercial,583.26
O005068,391,2025-10-29,Online,353.16
O005069,145,2025-02-05,Fuerza Comercial,474.57
O005070,728,2024-01-29,Online,565.42
O005071,866,2024-09-20,Online,725.58
O005072,741,2024-02-14,Fuerza Comercial,515.1
O005073,467,2025-10-22,Fuerza Comercial,371.33
O005074,88,2025-06-21,Fuerza Comercial,331.59
O005075,1010,2024-10-22,Online,341.91
O005076,793,2025-05-27,Online,321.39
O005077,713,2024-12-03,Fuerza Comercial,455.08
O005078,577,2025-01-28,Partners,594.61
O005079,81,2024-10-10,Online,83.17
O005080,1030,2025-11-14,Partners,633.59
O005081,1103,2024-09-05,Online,380.22
O005082,1010,2025-12-18,Fuerza Comercial,905.2
O005083,303,2025-02-07,Partners,376.81
O005084,284,2025-07-21,Online,1397.21
O005085,701,2024-12-08,Online,585.0
O005086,1071,2025-05-18,Partners,205.94
O005087,1122,2025-12-13,Online,288.52
O005088,743,2025-02-16,Online,241.49
O005089,560,2025-05-11,Online,469.17
O005090,15,2025-03-29,Online,315.94
O005091,883,2024-11-02,Fuerza Comercial,599.77
O005092,1043,2024-10-01,Partners,441.18
O005093,1200,2024-10-25,Fuerza Comercial,1073.46
O005094,778,2025-02-26,Partners,290.66
O005095,81,2025-01-30,Fuerza Comercial,516.85
O005096,970,2025-01-09,Partners,635.76
O005097,48,2025-04-15,Online,392.43
O005098,25,2024-04-07,Partners,1462.05
O005099,1062,2024-08-29,Partners,524.06
O005100,446,2025-10-15,Online,260.98
O005101,222,2025-04-23,Online,567.87
O005102,805,2025-06-02,Online,529.2
O005103,787,2024-11-03,Online,464.73
O005104,293,2024-02-20,Online,962.53
O005105,326,2024-09-28,Online,329.88
O005106,746,2025-07-11,Partners,483.07
O005107,2,2024-08-18,Fuerza Comercial,639.45
O005108,958,2024-06-23,Online,152.83
O005109,737,2025-04-24,Fuerza Comercial,344.41
O005110,447,2025-03-01,Online,391.84
O005111,401,2024-08-04,Fuerza Comercial,119.67
O005112,112,2024-06-15,Fuerza Comercial,136.87
O005113,590,2025-09-01,Online,666.25
O005114,469,2025-05-29,Online,505.61
O005115,1137,2025-06-28,Online,942.86
O005116,774,2025-09-12,Partners,560.93
O005117,934,2024-08-12,Fuerza Comercial,246.67
O005118,953,2025-05-12,Online,658.82
O005119,232,2025-06-24,Online,443.5
O005120,214,2025-09-30,Online,229.17
O005121,1156,2025-05-17,Online,898.74
O005122,970,2025-12-24,Online,368.65
O005123,333,2025-09-07,Online,653.01
O005124,939,2024-05-13,Online,218.66
O005125,146,2025-01-24,Online,604.54
O005126,202,2025-02-14,Online,597.81
O005127,656,2024-05-02,Online,460.71
O005128,581,2025-06-10,Fuerza Comercial,513.62
O005129,607,2025-01-03,Online,381.01
O005130,468,2025-02-03,Online,420.43
O005131,996,2025-12-10,Partners,751.83
O005132,5,2025-01-03,Online,630.34
O005133,259,2025-08-18,Fuerza Comercial,563.04
O005134,201,2024-01-27,Online,368.08
O005135,1099,2024-05-17,Online,621.74
O005136,1068,2024-11-02,Online,491.1
O005137,1041,2024-03-31,Online,156.88
O005138,27,2025-01-23,Partners,348.26
O005139,766,2024-04-23,Online,832.73
O005140,950,2024-05-20,Fuerza Comercial,531.22
O005141,587,2024-10-24,Fuerza Comercial,388.49
O005142,150,2024-08-02,Online,
O005143,1030,2025-06-24,Partners,550.34
O005144,442,2024-12-15,Online,290.97
O005145,149,2025-09-21,Fuerza Comercial,617.72
O005146,415,2025-07-18,Online,512.15
O005147,83,2024-02-10,Fuerza Comercial,264.99
O005148,899,2025-01-31,Online,547.7
O005149,5,2025-01-21,Partners,304.6
O005150,121,2025-10-16,Online,1003.39
O005151,1,2025-04-12,Fuerza Comercial,197.43
O005152,401,2024-12-17,Online,617.57
O005153,1078,2025-10-21,Online,391.98
O005154,233,2024-04-04,Online,554.91
O005155,501,2025-10-05,Partners,628.19
O005156,263,2024-12-28,Partners,231.65
O005157,808,2025-11-07,Online,622.66
O005158,83,2025-11-03,Online,702.27
O005159,88,2025-08-31,Online,448.09
O005160,316,2025-02-07,Fuerza Comercial,218.54
O005161,483,2024-06-30,Online,771.23
O005162,583,2024-07-11,Partners,407.61
O005163,115,2025-02-24,Fuerza Comercial,277.37
O005164,614,2024-01-23,Fuerza Comercial,293.68
O005165,731,2024-09-16,Fuerza Comercial,480.57
O005166,264,2024-06-29,Online,470.03
O005167,77,2025-05-04,Partners,472.99
O005168,78,2025-02-02,Fuerza Comercial,406.54
O005169,4,2025-10-20,Fuerza Comercial,91.33
O005170,1070,2025-07-30,Online,477.14
O005171,265,2024-01-10,Partners,134.73
O005172,888,2024-09-10,Online,435.56
O005173,1039,2025-08-27,Online,214.69
O005174,1056,2025-03-20,Fuerza Comercial,124.94
O005175,1171,2024-03-10,Partners,486.81
O005176,545,2024-08-22,Online,262.37
O005177,486,2025-01-27,Online,521.4
O005178,615,2025-10-13,Fuerza Comercial,247.64
O005179,256,2025-01-17,Fuerza Comercial,676.64
O005180,281,2024-08-24,Partners,516.73
O005181,555,2024-02-07,Fuerza Comercial,229.8
O005182,1028,2025-09-03,Online,291.78
O005183,297,2025-11-21,Online,499.19
O005184,769,2024-09-05,Online,545.37
O005185,60,2025-09-09,Partners,251.69
O005186,872,2024-03-30,Fuerza Comercial,660.71
O005187,1098,2024-05-13,Online,433.75
O005188,190,2025-10-18,Online,467.59
O005189,876,2024-02-11,Partners,294.13
O005190,937,2024-06-02,Partners,369.15
O005191,203,2025-03-07,Online,972.35
O005192,74,2025-08-27,Fuerza Comercial,661.0
O005193,1117,2025-10-13,Partners,310.77
O005194,1002,2025-08-02,Online,466.42
O005195,1161,2024-10-20,Partners,611.44
O005196,196,2024-03-14,Partners,369.62
O005197,713,2025-05-14,Fuerza Comercial,467.0
O005198,809,2024-09-20,Partners,181.82
O005199,758,2025-10-21,Partners,561.58
O005200,450,2024-05-26,Online,605.32
O005201,326,2024-05-21,Online,321.11
O005202,75,2025-09-26,Fuerza Comercial,383.38
O005203,101,2025-09-01,Fuerza Comercial,368.23
O005204,1104,2025-09-25,Fuerza Comercial,1004.84
O005205,369,2025-10-08,Online,266.06
O005206,737,2025-10-08,Online,180.07
O005207,788,2025-10-11,Online,350.15
O005208,559,2024-02-19,Online,444.42
O005209,328,2025-11-05,Fuerza Comercial,447.63
O005210,255,2024-09-13,Online,539.42
O005211,986,2025-03-21,Online,770.05
O005212,493,2025-06-09,Online,273.44
O005213,141,2025-02-24,Fuerza Comercial,437.59
O005214,889,2024-08-18,Online,663.51
O005215,630,2025-04-25,Fuerza Comercial,542.08
O005216,180,2024-12-23,Partners,869.35
O005217,266,2024-01-07,Partners,1044.85
O005218,547,2025-07-06,Online,273.97
O005219,726,2024-01-06,Fuerza Comercial,387.83
O005220,939,2024-04-19,Fuerza Comercial,420.25
O005221,509,2024-03-27,Online,672.97
O005222,1078,2025-04-14,Partners,226.75
O005223,263,2025-10-05,Fuerza Comercial,173.81
O005224,1106,2025-06-19,Partners,363.6
O005225,712,2025-05-09,Online,570.37
O005226,645,2024-08-03,Fuerza Comercial,495.94
O005227,717,2025-10-17,Fuerza Comercial,699.16
O005228,582,2025-09-08,Online,231.39
O005229,119,2025-01-30,Partners,261.13
O005230,994,2024-11-13,Online,183.65
O005231,48,2024-10-08,Online,519.91
O005232,116,2024-05-03,Online,274.44
O005233,1107,2024-02-15,Fuerza Comercial,221.03
O005234,950,2025-08-15,Fuerza Comercial,581.72
O005235,687,2025-03-12,Partners,235.03
O005236,83,2025-05-27,Online,698.23
O005237,848,2025-07-17,Online,374.02
O005238,1086,2025-02-07,Fuerza Comercial,288.24
O005239,935,2025-03-21,Partners,332.93
O005240,372,2025-12-28,Online,352.93
O005241,241,2025-07-10,Online,579.11
O005242,1140,2025-03-08,Online,281.05
O005243,748,2024-04-16,Online,177.75
O005244,299,2024-11-23,Online,470.08
O005245,1052,2025-02-09,Online,217.01
O005246,97,2025-01-30,Online,251.44
O005247,19,2024-01-21,Online,751.96
O005248,1079,2024-05-08,Partners,426.37
O005249,1008,2024-09-28,Fuerza Comercial,239.66
O005250,1029,2025-10-25,Online,190.53
O005251,970,2024-06-21,Online,462.58
O005252,33,2025-12-12,Online,256.09
O005253,1167,2024-08-24,Fuerza Comercial,572.65
O005254,847,2024-03-04,Fuerza Comercial,494.71
O005255,584,2025-10-06,Online,936.93
O005256,782,2025-09-02,Fuerza Comercial,297.15
O005257,12,2025-10-26,Online,362.79
O005258,400,2025-11-18,Fuerza Comercial,396.01
O005259,273,2025-08-21,Online,791.58
O005260,1029,2024-05-25,Partners,365.05
O005261,689,2024-01-06,Online,485.83
O005262,1047,2024-06-18,Online,514.13
O005263,202,2024-06-05,Online,370.6
O005264,1027,2025-11-07,Online,509.18
O005265,71,2025-10-18,Fuerza Comercial,842.16
O005266,184,2024-09-04,Online,306.37
O005267,219,2024-05-06,Online,779.14
O005268,155,2024-11-26,Fuerza Comercial,332.37
O005269,267,2025-05-27,Fuerza Comercial,
O005270,611,2024-03-31,Online,498.5
O005271,1007,2025-12-30,Fuerza Comercial,399.87
O005272,724,2025-04-03,Online,768.92
O005273,755,2025-07-31,Fuerza Comercial,221.79
O005274,1057,2024-02-09,Partners,1166.26
O005275,877,2024-09-08,Fuerza Comercial,756.39
O005276,1159,2024-07-14,Fuerza Comercial,629.65
O005277,1000,2024-04-01,Online,693.0
O005278,464,2024-08-17,Online,239.68
O005279,109,2024-12-04,Online,393.92
O005280,1167,2024-01-28,Fuerza Comercial,263.41
O005281,243,2025-01-26,Fuerza Comercial,642.04
O005282,722,2024-05-15,Fuerza Comercial,240.6
O005283,968,2024-08-31,Fuerza Comercial,162.64
O005284,1191,2025-04-24,Online,793.74
O005285,223,2025-12-29,Fuerza Comercial,461.17
O005286,1058,2025-11-07,Online,274.19
O005287,57,2024-01-04,Fuerza Comercial,483.84
O005288,489,2025-09-02,Partners,466.92
O005289,1122,2025-05-02,Online,709.04
O005290,242,2025-07-21,Online,400.19
O005291,1085,2024-06-04,Partners,356.36
O005292,202,2024-03-10,Fuerza Comercial,170.45
O005293,408,2025-06-12,Fuerza Comercial,1219.77
O005294,200,2024-02-16,Fuerza Comercial,629.89
O005295,875,2025-01-18,Fuerza Comercial,470.37
O005296,187,2025-05-13,Partners,1009.77
O005297,1131,2024-12-28,Partners,242.51
O005298,967,2024-03-22,Fuerza Comercial,356.15
O005299,792,2024-02-22,Partners,215.36
O005300,2,2024-11-22,Online,240.68
O005301,561,2024-07-07,Online,298.01
O005302,387,2024-09-13,Online,253.37
O005303,492,2025-05-03,Online,129.11
O005304,1035,2024-10-25,Fuerza Comercial,556.1
O005305,681,2025-01-23,Fuerza Comercial,579.73
O005306,194,2025-07-26,Online,907.97
O005307,977,2025-05-14,Partners,726.97
O005308,1063,2025-01-23,Online,398.67
O005309,410,2024-06-15,Online,377.27
O005310,1129,2025-06-09,Online,
O005311,59,2025-03-24,Online,375.08
O005312,134,2024-12-11,Fuerza Comercial,689.24
O005313,113,2024-05-16,Online,725.49
O005314,679,2024-05-30,Partners,405.64
O005315,781,2024-04-10,Online,151.2
O005316,854,2024-06-30,Online,355.52
O005317,1049,2024-04-20,Online,415.59
O005318,1045,2025-07-18,Fuerza Comercial,1004.1
O005319,392,2024-12-23,Online,740.84
O005320,585,2024-08-21,Fuerza Comercial,1031.01
O005321,327,2024-09-30,Online,270.54
O005322,413,2025-01-04,Online,453.61
O005323,799,2024-05-30,Online,107.26
O005324,706,2024-10-04,Partners,325.58
O005325,873,2025-10-26,Online,280.22
O005326,929,2024-04-09,Fuerza Comercial,195.96
O005327,406,2024-06-21,Online,535.47
O005328,1173,2025-12-13,Partners,1240.2
O005329,582,2024-01-11,Fuerza Comercial,482.54
O005330,239,2024-01-29,Online,925.17
O005331,1106,2025-08-28,Partners,1078.52
O005332,43,2025-12-04,Online,290.54
O005333,711,2025-08-05,Online,711.27
O005334,61,2025-07-01,Fuerza Comercial,348.05
O005335,227,2024-04-14,Fuerza Comercial,561.97
O005336,426,2024-04-20,Online,451.08
O005337,392,2024-07-12,Fuerza Comercial,507.81
O005338,775,2024-11-08,Partners,376.13
O005339,433,2024-01-19,Fuerza Comercial,433.56
O005340,897,2025-10-07,Fuerza Comercial,519.61
O005341,450,2025-05-24,Online,1083.72
O005342,1,2024-09-08,Online,547.17
O005343,47,2024-09-03,Online,312.38
O005344,667,2025-07-06,Fuerza Comercial,462.8
O005345,141,2024-05-12,Online,506.22
O005346,386,2025-11-01,Online,507.57
O005347,334,2024-08-07,Fuerza Comercial,1051.85
O005348,962,2024-01-20,Partners,623.95
O005349,62,2025-04-24,Online,650.68
O005350,620,2024-12-14,Online,666.9
O005351,371,2025-08-09,Online,
O005352,291,2024-10-13,Online,647.07
O005353,511,2024-12-13,Online,404.8
O005354,856,2024-08-01,Fuerza Comercial,607.55
O005355,328,2025-12-17,Online,251.56
O005356,1006,2025-06-16,Fuerza Comercial,642.01
O005357,547,2025-05-23,Partners,394.11
O005358,851,2025-11-06,Online,367.98
O005359,109,2024-05-30,Online,442.86
O005360,327,2025-01-24,Online,1515.4
O005361,350,2025-10-15,Partners,502.34
O005362,484,2025-06-17,Online,153.7
O005363,76,2024-09-18,Fuerza Comercial,651.26
O005364,672,2025-07-24,Fuerza Comercial,910.23
O005365,971,2025-08-04,Fuerza Comercial,398.28
O005366,349,2024-10-26,Online,175.39
O005367,129,2025-11-17,Online,253.09
O005368,540,2025-02-24,Online,571.88
O005369,806,2024-03-31,Online,386.3
O005370,209,2024-06-28,Fuerza Comercial,364.3
O005371,148,2025-08-03,Partners,
O005372,402,2025-11-20,Fuerza Comercial,538.57
O005373,559,2024-05-08,Fuerza Comercial,393.45
O005374,921,2024-11-22,Fuerza Comercial,463.62
O005375,914,2024-02-08,Fuerza Comercial,199.31
O005376,1170,2025-03-02,Fuerza Comercial,615.08
O005377,1127,2024-09-01,Fuerza Comercial,517.01
O005378,1044,2025-11-04,Online,237.74
O005379,557,2025-10-21,Fuerza Comercial,694.82
O005380,1040,2024-08-21,Partners,367.38
O005381,782,2025-06-29,Online,367.19
O005382,778,2025-01-06,Online,292.27
O005383,425,2024-03-06,Fuerza Comercial,279.68
O005384,201,2024-12-04,Online,837.63
O005385,106,2025-03-05,Online,55.25
O005386,135,2025-01-31,Fuerza Comercial,152.34
O005387,315,2025-02-17,Online,273.85
O005388,441,2024-08-02,Partners,376.38
O005389,942,2025-11-18,Online,583.45
O005390,1117,2025-10-06,Fuerza Comercial,
O005391,679,2025-03-06,Fuerza Comercial,282.41
O005392,525,2025-04-15,Fuerza Comercial,343.38
O005393,645,2025-06-02,Online,362.85
O005394,106,2024-09-15,Online,565.36
O005395,244,2024-11-10,Online,1029.39
O005396,328,2025-02-22,Online,1145.69
O005397,1068,2024-01-18,Online,564.17
O005398,23,2025-06-16,Online,782.07
O005399,617,2024-08-15,Online,308.86
O005400,1071,2025-12-01,Partners,311.28
O005401,1015,2024-06-08,Fuerza Comercial,628.05
O005402,881,2025-06-04,Fuerza Comercial,456.52
O005403,13,2024-03-24,Online,402.35
O005404,1014,2024-11-20,Fuerza Comercial,456.29
O005405,436,2025-07-27,Partners,195.9
O005406,185,2025-02-04,Fuerza Comercial,280.01
O005407,160,2024-09-16,Online,444.46
O005408,478,2024-07-23,Fuerza Comercial,408.87
O005409,103,2024-10-22,Fuerza Comercial,887.72
O005410,446,2025-02-18,Online,310.65
O005411,559,2025-02-11,Online,657.27
O005412,125,2025-06-02,Partners,836.6
O005413,218,2025-07-20,Online,251.0
O005414,538,2024-05-03,Fuerza Comercial,261.59
O005415,882,2024-11-11,Fuerza Comercial,905.34
O005416,1027,2024-11-05,Fuerza Comercial,544.96
O005417,264,2024-02-17,Fuerza Comercial,244.27
O005418,1018,2025-07-11,Online,585.01
O005419,1032,2024-06-02,Fuerza Comercial,971.66
O005420,833,2024-01-07,Online,493.41
O005421,313,2025-03-14,Fuerza Comercial,222.5
O005422,678,2025-05-11,Partners,283.8
O005423,747,2024-12-06,Online,498.42
O005424,209,2024-11-04,Fuerza Comercial,386.43
O005425,181,2024-02-24,Online,509.49
O005426,555,2024-06-24,Fuerza Comercial,497.75
O005427,596,2024-03-18,Fuerza Comercial,262.2
O005428,451,2025-09-04,Online,682.32
O005429,205,2024-12-17,Fuerza Comercial,405.4
O005430,654,2025-04-05,Fuerza Comercial,235.91
O005431,30,2025-05-12,Fuerza Comercial,508.13
O005432,716,2025-06-28,Partners,226.53
O005433,410,2024-02-23,Online,258.93
O005434,522,2024-01-03,Fuerza Comercial,357.26
O005435,674,2024-07-03,Online,340.21
O005436,416,2025-05-05,Online,196.72
O005437,516,2024-02-24,Online,272.9
O005438,890,2025-09-20,Fuerza Comercial,500.31
O005439,1089,2025-07-26,Fuerza Comercial,951.68
O005440,538,2024-06-17,Online,640.14
O005441,1094,2024-07-27,Online,373.62
O005442,224,2024-03-27,Fuerza Comercial,327.57
O005443,956,2024-07-02,Online,347.29
O005444,665,2025-11-26,Fuerza Comercial,256.71
O005445,16,2024-05-01,Fuerza Comercial,454.23
O005446,368,2024-10-29,Fuerza Comercial,419.92
O005447,982,2024-07-25,Fuerza Comercial,525.29
O005448,783,2025-12-16,Online,221.05
O005449,230,2025-04-11,Online,360.75
O005450,167,2025-01-19,Online,360.81
O005451,464,2025-07-12,Fuerza Comercial,281.0
O005452,260,2025-06-10,Online,312.16
O005453,694,2024-01-27,Partners,591.62
O005454,168,2025-11-27,Fuerza Comercial,251.77
O005455,393,2025-07-10,Online,543.83
O005456,652,2025-06-28,Fuerza Comercial,178.74
O005457,401,2024-05-28,Fuerza Comercial,990.37
O005458,75,2024-05-17,Online,277.54
O005459,1177,2025-01-10,Partners,686.09
O005460,563,2024-05-07,Online,517.46
O005461,538,2024-10-07,Fuerza Comercial,469.92
O005462,1053,2024-12-11,Fuerza Comercial,322.1
O005463,939,2024-05-22,Fuerza Comercial,266.3
O005464,160,2024-09-16,Partners,708.93
O005465,560,2025-09-07,Fuerza Comercial,818.71
O005466,186,2025-05-25,Online,750.94
O005467,185,2025-12-26,Online,461.45
O005468,413,2024-03-16,Partners,568.0
O005469,780,2025-04-05,Fuerza Comercial,520.28
O005470,570,2024-08-28,Fuerza Comercial,554.81
O005471,976,2025-09-17,Fuerza Comercial,161.26
O005472,1128,2025-09-03,Fuerza Comercial,374.13
O005473,358,2024-03-03,Online,616.41
O005474,541,2025-07-27,Fuerza Comercial,509.48
O005475,844,2025-08-23,Online,234.26
O005476,132,2024-02-23,Online,214.26
O005477,439,2024-05-04,Online,506.38
O005478,840,2025-03-11,Online,1003.36
O005479,454,2025-04-11,Fuerza Comercial,246.81
O005480,489,2025-01-11,Partners,351.96
O005481,570,2024-08-20,Online,281.65
O005482,392,2025-10-25,Fuerza Comercial,590.63
O005483,279,2024-05-28,Fuerza Comercial,1176.47
O005484,734,2024-06-23,Fuerza Comercial,410.99
O005485,42,2025-03-15,Fuerza Comercial,662.35
O005486,586,2024-11-17,Partners,515.85
O005487,1172,2025-07-13,Online,352.18
O005488,212,2024-03-07,Partners,193.27
O005489,1025,2025-09-09,Fuerza Comercial,320.01
O005490,519,2025-10-17,Fuerza Comercial,335.1
O005491,1180,2025-03-02,Fuerza Comercial,639.58
O005492,804,2025-03-21,Online,518.33
O005493,1039,2025-09-04,Partners,230.97
O005494,101,2025-04-14,Fuerza Comercial,579.98
O005495,105,2024-06-20,Fuerza Comercial,107.37
O005496,1033,2025-01-29,Online,452.25
O005497,1147,2024-09-19,Online,450.88
O005498,222,2025-08-24,Online,247.93
O005499,703,2025-11-12,Online,965.94
O005500,563,2024-08-25,Online,707.81
O005501,556,2025-09-18,Online,564.1
O005502,198,2024-01-27,Partners,595.05
O005503,431,2024-09-15,Fuerza Comercial,1324.08
O005504,689,2025-06-08,Online,219.94
O005505,310,2024-04-11,Online,740.86
O005506,711,2025-09-30,Fuerza Comercial,198.62
O005507,788,2024-02-03,Online,234.72
O005508,869,2025-09-03,Fuerza Comercial,753.17
O005509,611,2025-06-08,Partners,359.65
O005510,732,2025-05-12,Fuerza Comercial,298.41
O005511,738,2025-12-16,Online,484.11
O005512,420,2024-06-23,Online,1057.68
O005513,283,2025-04-24,Fuerza Comercial,182.69
O005514,1148,2025-10-04,Online,489.17
O005515,957,2024-10-15,Online,580.74
O005516,678,2024-03-16,Online,117.78
O005517,366,2024-09-27,Online,483.47
O005518,1181,2025-11-02,Online,723.39
O005519,497,2025-09-29,Online,873.28
O005520,102,2025-09-19,Online,186.72
O005521,89,2024-09-15,Fuerza Comercial,490.6
O005522,1036,2025-09-26,Fuerza Comercial,356.01
O005523,315,2025-02-25,Fuerza Comercial,896.06
O005524,556,2025-05-26,Partners,519.65
O005525,556,2024-03-17,Online,488.91
O005526,1102,2024-10-21,Partners,492.62
O005527,564,2025-01-09,Online,805.05
O005528,288,2024-09-01,Partners,423.96
O005529,908,2025-07-01,Online,733.61
O005530,494,2024-06-14,Online,241.09
O005531,915,2024-08-04,Fuerza Comercial,444.19
