orden_id,metodo_pago,estado_pago,fecha_pago
O005138,Tarjeta,Pagado,2025-01-31
O005139,Tarjeta,Pendiente,2024-04-26
O005140,PSE,Pagado,2024-05-24
O005141,Tarjeta,Pagado,2024-10-29
O005142,Efectivo,Pagado,2024-08-09
O005143,Transferencia,Pagado,2025-07-03
O005144,Transferencia,Pendiente,2024-12-23
O005145,Tarjeta,Pagado,2025-09-22
O005146,Tarjeta,Pagado,2025-07-20
O005147,Tarjeta,Pagado,2024-02-18
O005148,Efectivo,Pagado,2025-02-07
O005149,Transferencia,Pagado,2025-01-29
O005150,Transferencia,Pagado,2025-10-17
O005151,Transferencia,Pagado,2025-04-21
O005152,PSE,Pagado,2024-12-21
O005153,PSE,Pagado,2025-10-22
O005154,Transferencia,Pagado,2024-04-12
O005155,PSE,Pagado,2025-10-13
O005156,Tarjeta,Pagado,2025-01-04
O005157,Tarjeta,Pagado,2025-11-12
O005158,PSE,Pagado,2025-11-05
O005159,Tarjeta,Pagado,2025-09-07
O005160,Tarjeta,Pagado,2025-02-07
O005161,Tarjeta,Pagado,2024-07-09
O005162,Tarjeta,Pagado,2024-07-16
O005163,Efectivo,Pagado,2025-02-24
O005164,Transferencia,Pagado,2024-01-31
O005165,PSE,Pendiente,2024-09-24
O005166,Tarjeta,Pagado,2024-07-02
O005167,Tarjeta,Pendiente,2025-05-08
O005168,PSE,Pendiente,2025-02-04
O005169,PSE,Pendiente,2025-10-20
O005170,Transferencia,Pagado,2025-08-07
O005171,Tarjeta,Pagado,2024-01-14
O005172,Tarjeta,Pagado,2024-09-11
O005173,Tarjeta,Pagado,2025-09-04
O005174,Transferencia,Pagado,2025-03-25
O005175,Tarjeta,Pagado,2024-03-13
O005176,Tarjeta,Pagado,2024-08-23
O005177,PSE,Pagado,2025-02-01
O005178,Transferencia,Pagado,2025-10-16
O005179,Transferencia,Pagado,2025-01-23
O005180,Efectivo,Pagado,2024-08-27
O005181,Tarjeta,Pagado,2024-02-10
O005182,Efectivo,Pagado,2025-09-11
O005183,Efectivo,Pagado,2025-11-29
O005184,PSE,Pagado,2024-09-07
O005185,PSE,Pendiente,2025-09-13
O005186,Tarjeta,Pagado,2024-04-08
O005187,Tarjeta,Pagado,2024-05-17
O005188,Efectivo,Pagado,2025-10-24
O005189,Tarjeta,Pagado,2024-02-17
O005190,Transferencia,Pagado,2024-06-06
O005191,Tarjeta,Pagado,2025-03-12
O005192,PSE,Pagado,2025-09-02
O005193,Transferencia,Pagado,2025-10-18
O005194,Tarjeta,Pagado,2025-08-04
O005195,Transferencia,Pagado,2024-10-22
O005196,PSE,Pagado,2024-03-21
O005197,Transferencia,Pagado,2025-05-14
O005198,Tarjeta,Pendiente,2024-09-21
O005199,Tarjeta,Pagado,2025-10-27
O005200,Tarjeta,Pagado,2024-05-27
O005201,Efectivo,Pagado,2024-05-25
O005202,Tarjeta,Pagado,2025-10-05
O005203,Tarjeta,Pagado,2025-09-02
O005204,Transferencia,Pagado,2025-10-01
O005205,PSE,Pagado,2025-10-15
O005206,Transferencia,Pagado,2025-10-15
O005207,Tarjeta,Pagado,2025-10-18
O005208,Tarjeta,Pagado,2024-02-23
O005209,Transferencia,Pagado,2025-11-10
O005210,Transferencia,Pagado,2024-09-18
O005211,Tarjeta,Pagado,2025-03-27
O005212,Tarjeta,Pagado,2025-06-15
O005213,Transferencia,Pagado,2025-03-04
O005214,PSE,Pagado,2024-08-20
O005215,PSE,Pendiente,2025-04-26
O005216,Tarjeta,Pagado,2025-01-01
O005217,Transferencia,Pagado,2024-01-09
O005218,Tarjeta,Pagado,2025-07-12
O005219,Tarjeta,Pagado,2024-01-07
O005220,Tarjeta,Pagado,2024-04-26
O005221,Efectivo,Pagado,2024-03-31
O005222,PSE,Pagado,2025-04-14
O005223,PSE,Pagado,2025-10-11
O005224,Tarjeta,Pagado,2025-06-20
O005225,Transferencia,Pagado,2025-05-18
O005226,Tarjeta,Pagado,2024-08-06
O005227,Tarjeta,Pagado,2025-10-19
O005228,Tarjeta,Pagado,2025-09-16
O005229,Tarjeta,Pagado,2025-02-07
O005230,Efectivo,Pagado,2024-11-13
O005231,Tarjeta,Pendiente,2024-10-13
O005232,Tarjeta,Pagado,2024-05-09
O005233,PSE,Pendiente,2024-02-20
O005234,PSE,Pagado,2025-08-20
O005235,PSE,Pagado,2025-03-20
O005236,Tarjeta,Pagado,2025-05-30
O005237,Tarjeta,Pagado,2025-07-23
O005238,Tarjeta,Pagado,2025-02-07
O005239,Tarjeta,Pagado,2025-03-24
O005240,Tarjeta,Pendiente,2026-01-02
O005241,Tarjeta,Pagado,2025-07-13
O005242,PSE,Pagado,2025-03-11
O005243,Efectivo,Pagado,2024-04-18
O005244,Transferencia,Pagado,2024-11-24
O005245,Transferencia,Pagado,2025-02-18
O005246,Tarjeta,Pagado,2025-02-06
O005247,Transferencia,Pagado,2024-01-28
O005248,PSE,Pagado,2024-05-10
O005249,Efectivo,Pagado,2024-10-07
O005250,Efectivo,Rechazado,2025-11-02
O005251,PSE,Pagado,2024-06-30
O005252,Tarjeta,Pagado,2025-12-14
O005253,Tarjeta,Pagado,2024-09-01
O005254,Transferencia,Rechazado,2024-03-08
O005255,PSE,Pagado,2025-10-15
O005256,Tarjeta,Pendiente,2025-09-07
O005257,PSE,Pagado,2025-10-29
O005258,Tarjeta,Pagado,2025-11-21
O005259,Transferencia,Pagado,2025-08-28
O005260,Tarjeta,Pagado,2024-06-01
O005261,Transferencia,Pagado,2024-01-10
O005262,Transferencia,Pagado,2024-06-26
O005263,Tarjeta,Pagado,2024-06-06
O005264,Tarjeta,Pagado,2025-11-14
O005265,Tarjeta,Pendiente,2025-10-25
O005266,Efectivo,Pagado,2024-09-10
O005267,Tarjeta,Pagado,2024-05-08
O005268,PSE,Pagado,2024-12-02
O005269,Transferencia,Pagado,2025-06-01
O005270,Efectivo,Pagado,2024-04-03
O005271,Transferencia,Pagado,2026-01-02
O005272,Tarjeta,Pagado,2025-04-10
O005273,Tarjeta,Pagado,2025-08-01
O005274,PSE,Pagado,2024-02-11
O005275,Transferencia,Pagado,2024-09-12
O005276,Tarjeta,Pagado,2024-07-23
O005277,Tarjeta,Pagado,2024-04-10
O005278,Transferencia,Pagado,2024-08-19
O005279,Transferencia,Pagado,2024-12-08
O005280,PSE,Pagado,2024-02-04
O005281,PSE,Pagado,2025-02-04
O005282,Tarjeta,Pagado,2024-05-20
O005283,Tarjeta,Pagado,2024-09-08
O005284,Transferencia,Pagado,2025-04-25
O005285,Tarjeta,Pendiente,2025-12-31
O005286,Efectivo,Pagado,2025-11-08
O005287,Transferencia,Pagado,2024-01-11
O005288,Efectivo,Pendiente,2025-09-02
O005289,Transferencia,Pendiente,2025-05-06
O005290,PSE,Pagado,2025-07-21
O005291,Tarjeta,Pagado,2024-06-07
O005292,Tarjeta,Pendiente,2024-03-11
O005293,Efectivo,Pagado,2025-06-18
O005294,Transferencia,Pagado,2024-02-22
O005295,Tarjeta,Pagado,2025-01-21
O005296,Transferencia,Pagado,2025-05-21
O005297,Transferencia,Pagado,2025-01-05
O005298,Tarjeta,Pagado,2024-03-28
O005299,Tarjeta,Pagado,2024-02-23
O005300,Transferencia,Pagado,2024-11-22
O005301,Efectivo,Pagado,2024-07-16
O005302,Tarjeta,Pagado,2024-09-14
O005303,Tarjeta,Pagado,2025-05-04
O005304,PSE,Pagado,2024-10-30
O005305,PSE,Pagado,2025-01-24
O005306,Tarjeta,Pagado,2025-07-27
O005307,Tarjeta,Pagado,2025-05-14
O005308,Transferencia,Pagado,2025-02-01
O005309,Efectivo,Pagado,2024-06-18
O005310,Tarjeta,Pagado,2025-06-17
O005311,Efectivo,Pagado,2025-03-26
O005312,Transferencia,Pagado,2024-12-20
O005313,Tarjeta,Pagado,2024-05-17
O005314,PSE,Pagado,2024-06-04
O005315,Transferencia,Pagado,2024-04-10
O005316,Efectivo,Pagado,2024-07-01
O005317,Transferencia,Pagado,2024-04-26
O005318,Transferencia,Pagado,2025-07-26
O005319,Tarjeta,Pagado,2024-12-31
O005320,PSE,Pagado,2024-08-30
O005321,Tarjeta,Pagado,2024-09-30
O005322,Tarjeta,Rechazado,2025-01-11
O005323,Tarjeta,Pagado,2024-06-03
O005324,Efectivo,Pagado,2024-10-08
O005325,Tarjeta,Pagado,2025-10-30
O005326,Tarjeta,Pagado,2024-04-12
O005327,PSE,Pagado,2024-06-25
O005328,PSE,Pagado,2025-12-21
O005329,Efectivo,Pagado,2024-01-16
O005330,Tarjeta,Pagado,2024-02-07
O005331,Tarjeta,Pagado,2025-08-29
O005332,Tarjeta,Pagado,2025-12-08
O005333,Tarjeta,Pagado,2025-08-11
O005334,Tarjeta,Pagado,2025-07-07
O005335,Transferencia,Pagado,2024-04-15
O005336,Transferencia,Pagado,2024-04-27
O005337,Tarjeta,Pagado,2024-07-19
O005338,Efectivo,Pagado,2024-11-12
O005339,Tarjeta,Pagado,2024-01-25
O005340,Tarjeta,Pagado,2025-10-11
O005341,PSE,Pendiente,2025-05-26
O005342,Tarjeta,Pagado,2024-09-11
O005343,Tarjeta,Pagado,2024-09-07
O005344,Transferencia,Pagado,2025-07-09
O005345,Transferencia,Pagado,2024-05-13
O005346,PSE,Pagado,2025-11-03
O005347,Tarjeta,Pagado,2024-08-10
O005348,Efectivo,Pagado,2024-01-23
O005349,Tarjeta,Pagado,2025-05-01
O005350,Transferencia,Pagado,2024-12-22
O005351,Transferencia,Pagado,2025-08-10
O005352,Tarjeta,Pagado,2024-10-21
O005353,PSE,Pagado,2024-12-17
O005354,Transferencia,Pagado,2024-08-07
O005355,PSE,Pendiente,2025-12-21
O005356,PSE,Pagado,2025-06-17
O005357,PSE,Pagado,2025-05-27
O005358,PSE,Pagado,2025-11-07
O005359,PSE,Pendiente,2024-06-07
O005360,Efectivo,Pagado,2025-01-29
O005361,Tarjeta,Pagado,2025-10-24
O005362,Tarjeta,Pagado,2025-06-18
O005363,Tarjeta,Pagado,2024-09-26
O005364,Transferencia,Pagado,2025-07-25
O005365,Tarjeta,Pagado,2025-08-13
O005366,PSE,Pagado,2024-11-02
O005367,Tarjeta,Pagado,2025-11-19
O005368,Efectivo,Pagado,2025-03-02
O005369,Tarjeta,Pagado,2024-04-06
O005370,Transferencia,Pagado,2024-06-30
O005371,Transferencia,Rechazado,2025-08-05
O005372,Efectivo,Pagado,2025-11-25
O005373,Tarjeta,Pagado,2024-05-15
O005374,Tarjeta,Pagado,2024-11-23
O005375,Tarjeta,Pagado,2024-02-17
O005376,PSE,Pagado,2025-03-04
O005377,Transferencia,Pagado,2024-09-09
O005378,Tarjeta,Pagado,2025-11-07
O005379,Tarjeta,Pagado,2025-10-30
O005380,PSE,Pagado,2024-08-28
O005381,PSE,Pagado,2025-07-07
O005382,Transferencia,Pagado,2025-01-11
O005383,PSE,Pagado,2024-03-08
O005384,Transferencia,Pagado,2024-12-12
O005385,Tarjeta,Pendiente,2025-03-11
O005386,PSE,Pagado,2025-02-04
O005387,Tarjeta,Pagado,2025-02-26
O005388,Tarjeta,Pagado,2024-08-03
O005389,PSE,Rechazado,2025-11-18
O005390,Tarjeta,Pagado,2025-10-07
O005391,Tarjeta,Pagado,2025-03-13
O005392,Transferencia,Pagado,2025-04-15
O005393,PSE,Rechazado,2025-06-09
O005394,Tarjeta,Pagado,2024-09-16
O005395,PSE,Pagado,2024-11-16
O005396,Efectivo,Rechazado,2025-02-22
O005397,Tarjeta,Pagado,2024-01-24
O005398,Transferencia,Pagado,2025-06-22
O005399,PSE,Pagado,2024-08-21
O005400,Transferencia,Pagado,2025-12-10
O005401,Tarjeta,Pagado,2024-06-09
O005402,Transferencia,Pagado,2025-06-04
O005403,Transferencia,Pendiente,2024-03-25
O005404,Transferencia,Pagado,2024-11-22
O005405,Tarjeta,Pagado,2025-07-31
O005406,PSE,Pagado,2025-02-04
O005407,Tarjeta,Pagado,2024-09-18
O005408,Tarjeta,Pagado,2024-07-29
O005409,Transferencia,Pendiente,2024-10-30
O005410,Transferencia,Pagado,2025-02-24
O005411,Transferencia,Pagado,2025-02-16
O005412,Tarjeta,Pendiente,2025-06-08
O005413,Tarjeta,Pagado,2025-07-26
O005414,Tarjeta,Pendiente,2024-05-09
O005415,Efectivo,Pagado,2024-11-18
O005416,Efectivo,Pagado,2024-11-12
O005417,Tarjeta,Pendiente,2024-02-24
O005418,PSE,Pagado,2025-07-17
O005419,Tarjeta,Pagado,2024-06-05
O005420,PSE,Pagado,2024-01-13
O005421,Efectivo,Pagado,2025-03-15
O005422,Tarjeta,Pagado,2025-05-19
O005423,Tarjeta,Pagado,2024-12-12
O005424,Tarjeta,Pagado,2024-11-12
O005425,PSE,Pagado,2024-03-02
O005426,Transferencia,Pagado,2024-06-30
O005427,PSE,Pagado,2024-03-21
O005428,Tarjeta,Pagado,2025-09-04
O005429,Tarjeta,Pagado,2024-12-24
O005430,Tarjeta,Pagado,2025-04-05
O005431,Transferencia,Pagado,2025-05-16
O005432,Tarjeta,Pagado,2025-07-03
O005433,Tarjeta,Pagado,2024-03-03
O005434,Tarjeta,Pagado,2024-01-10
O005435,Transferencia,Pendiente,2024-07-03
O005436,Tarjeta,Pagado,2025-05-06
O005437,Tarjeta,Pagado,2024-03-04
O005438,Efectivo,Pagado,2025-09-29
O005439,Efectivo,Pagado,2025-07-27
O005440,Tarjeta,Pagado,2024-06-19
O005441,Transferencia,Pagado,2024-07-29
O005442,Tarjeta,Pagado,2024-04-05
O005443,Transferencia,Pagado,2024-07-09
O005444,Transferencia,Pagado,2025-12-01
O005445,Efectivo,Pagado,2024-05-08
O005446,Tarjeta,Pagado,2024-11-04
O005447,Tarjeta,Pagado,2024-08-01
O005448,Tarjeta,Pagado,2025-12-21
O005449,PSE,Pagado,2025-04-15
O005450,PSE,Pagado,2025-01-25
O005451,Tarjeta,Pagado,2025-07-20
O005452,Efectivo,Pendiente,2025-06-12
O005453,Transferencia,Pagado,2024-02-01
O005454,PSE,Pendiente,2025-12-06
O005455,Tarjeta,Pagado,2025-07-15
O005456,Tarjeta,Pagado,2025-07-05
O005457,Tarjeta,Pagado,2024-06-02
O005458,PSE,Pagado,2024-05-18
O005459,Transferencia,Pagado,2025-01-12
O005460,Efectivo,Pagado,2024-05-12
O005461,Transferencia,Pagado,2024-10-14
O005462,Tarjeta,Pagado,2024-12-16
O005463,Efectivo,Pendiente,2024-05-26
O005464,Tarjeta,Pagado,2024-09-23
O005465,Tarjeta,Pagado,2025-09-09
O005466,Tarjeta,Pagado,2025-05-26
O005467,Tarjeta,Pagado,2025-12-29
O005468,Tarjeta,Pendiente,2024-03-23
O005469,Tarjeta,Pagado,2025-04-13
O005470,Tarjeta,Pagado,2024-09-03
O005471,Transferencia,Rechazado,2025-09-19
O005472,Transferencia,Pagado,2025-09-09
O005473,Tarjeta,Pagado,2024-03-12
O005474,Tarjeta,Pagado,2025-08-04
O005475,PSE,Pagado,2025-08-25
O005476,Efectivo,Pagado,2024-02-24
O005477,Transferencia,Pagado,2024-05-08
O005478,Efectivo,Pagado,2025-03-20
O005479,Transferencia,Pagado,2025-04-11
O005480,Tarjeta,Pagado,2025-01-18
O005481,Transferencia,Pagado,2024-08-27
O005482,Tarjeta,Pagado,2025-10-25
O005483,Tarjeta,Pagado,2024-06-03
O005484,Transferencia,Pagado,2024-06-27
O005485,Transferencia,Pendiente,2025-03-19
O005486,Efectivo,Pagado,2024-11-19
O005487,Tarjeta,Pagado,2025-07-14
O005488,Transferencia,Pagado,2024-03-16
O005489,PSE,Pagado,2025-09-10
O005490,Transferencia,Pagado,2025-10-24
O005491,Transferencia,Pagado,2025-03-06
O005492,PSE,Pagado,2025-03-25
O005493,Transferencia,Pagado,2025-09-05
O005494,Transferencia,Rechazado,2025-04-19
O005495,Transferencia,Pagado,2024-06-26
O005496,Tarjeta,Rechazado,2025-02-02
O005497,PSE,Pagado,2024-09-27
O005498,Tarjeta,Pagado,2025-08-25
O005499,Tarjeta,Pagado,2025-11-18
O005500,Tarjeta,Pagado,2024-08-30
O005501,Transferencia,Rechazado,2025-09-21
O005502,PSE,Pendiente,2024-01-29
O005503,Transferencia,Pagado,2024-09-20
O005504,Transferencia,Pagado,2025-06-08
O005505,Transferencia,Pendiente,2024-04-16
O005506,Efectivo,Pagado,2025-10-02
O005507,PSE,Pagado,2024-02-11
O005508,Tarjeta,Pagado,2025-09-06
O005509,Tarjeta,Pagado,2025-06-17
O005510,Tarjeta,Pagado,2025-05-20
O005511,PSE,Pagado,2025-12-18
O005512,Tarjeta,Pagado,2024-06-29
O005513,Efectivo,Pagado,2025-05-03
O005514,PSE,Pagado,2025-10-07
O005515,Transferencia,Pagado,2024-10-15
O005516,Efectivo,Pagado,2024-03-21
O005517,Tarjeta,Pagado,2024-09-27
O005518,Efectivo,Pendiente,2025-11-03
O005519,Efectivo,Pagado,2025-09-30
O005520,Tarjeta,Pagado,2025-09-28
O005521,Tarjeta,Pagado,2024-09-20
O005522,Tarjeta,Pagado,2025-10-04
O005523,Transferencia,Pagado,2025-03-06
O005524,Tarjeta,Pagado,2025-05-28
O005525,Transferencia,Pendiente,2024-03-20
O005526,Tarjeta,Pagado,2024-10-22
O005527,PSE,Pagado,2025-01-10
O005528,PSE,Pagado,2024-09-01
O005529,Transferencia,Pendiente,2025-07-04
O005530,PSE,Pagado,2024-06-20
O005531,Efectivo,Pagado,2024-08-08
O005532,Transferencia,Pagado,2025-12-15
O005533,Tarjeta,Pagado,2024-01-22
O005534,PSE,Pagado,2025-07-11
O005535,Transferencia,Pagado,2025-07-09
O005536,Tarjeta,Pagado,2025-05-06
O005537,Tarjeta,Pagado,2024-05-05
O005538,PSE,Pagado,2024-01-06
O005539,Efectivo,Pagado,2025-03-31
O005540,PSE,Pagado,2024-02-23
O005541,Tarjeta,Pagado,2024-12-03
O005542,PSE,Pagado,2024-06-06
O005543,Transferencia,Pagado,2024-06-27
O005544,PSE,Pagado,2024-11-18
O005545,PSE,Pagado,2025-03-02
O005546,Tarjeta,Pagado,2024-10-14
O005547,Tarjeta,Pagado,2025-10-23
O005548,Tarjeta,Pagado,2025-03-04
O005549,Tarjeta,Pagado,2025-10-05
O005550,Transferencia,Pagado,2025-10-27
O005551,Tarjeta,Rechazado,2025-11-08
O005552,Transferencia,Pagado,2025-11-19
O005553,Tarjeta,Pagado,2025-02-03
O005554,PSE,Pagado,2024-11-25
O005555,Tarjeta,Pagado,2024-11-30
O005556,Transferencia,Pagado,2025-03-12
O005557,Transferencia,Pagado,2025-01-16
O005558,Transferencia,Pagado,2025-04-29
O005559,Tarjeta,Pagado,2025-12-30
O005560,Tarjeta,Pagado,2025-09-02
O005561,Efectivo,Pagado,2024-12-15
O005562,Transferencia,Pagado,2024-10-18
O005563,Tarjeta,Pagado,2024-08-10
O005564,Efectivo,Rechazado,2025-03-09
O005565,Transferencia,Pagado,2024-09-21
O005566,Tarjeta,Pagado,2024-06-29
O005567,Tarjeta,Pagado,2025-12-29
O005568,Transferencia,Pendiente,2024-01-04
O005569,Tarjeta,Pagado,2024-07-10
O005570,PSE,Pagado,2024-08-15
O005571,Tarjeta,Pagado,2025-12-18
O005572,Tarjeta,Pagado,2025-07-08
O005573,Transferencia,Pagado,2025-10-23
O005574,Transferencia,Pagado,2024-04-22
O005575,Transferencia,Pagado,2025-02-10
O005576,Tarjeta,Pagado,2024-11-09
O005577,PSE,Pagado,2025-12-23
O005578,Tarjeta,Pagado,2024-05-25
O005579,Tarjeta,Pendiente,2024-07-03
O005580,Tarjeta,Pagado,2025-09-24
O005581,Tarjeta,Pagado,2024-02-17
O005582,Tarjeta,Pagado,2025-09-21
O005583,Tarjeta,Pagado,2024-02-23
O005584,PSE,Pagado,2025-10-12
O005585,Tarjeta,Pagado,2024-05-28
O005586,Tarjeta,Pendiente,2024-10-07
O005587,Transferencia,Pagado,2025-10-07
O005588,Tarjeta,Pagado,2025-07-10
O005589,PSE,Pagado,2025-08-10
O005590,Tarjeta,Pagado,2025-05-11
O005591,Transferencia,Pagado,2025-01-31
O005592,PSE,Pagado,2024-11-11
O005593,Efectivo,Pagado,2024-06-11
O005594,Tarjeta,Pagado,2025-07-25
O005595,PSE,Pagado,2024-10-18
O005596,Efectivo,Pagado,2024-12-23
O005597,PSE,Pagado,2024-12-01
O005598,Efectivo,Pagado,2024-06-16
O005599,PSE,Pagado,2024-11-23
O005600,Tarjeta,Pagado,2025-06-10
O005601,PSE,Pagado,2024-06-28
O005602,PSE,Pagado,2024-04-18
O005603,Tarjeta,Pagado,2025-06-24
O005604,Tarjeta,Pagado,2024-12-08
O005605,Tarjeta,Pagado,2024-02-18
O005606,Transferencia,Pagado,2024-05-06
O005607,Tarjeta,Pagado,2025-06-22
O005608,Efectivo,Pagado,2024-01-15
O005609,Tarjeta,Pagado,2025-08-01
O005610,PSE,Pagado,2025-06-28
O005611,Transferencia,Pagado,2024-05-25
O005612,Tarjeta,Pagado,2024-02-11
O005613,Transferencia,Pagado,2025-07-20
O005614,Tarjeta,Pagado,2024-02-27
O005615,Efectivo,Pagado,2024-08-14
O005616,Tarjeta,Pendiente,2024-01-23
O005617,Tarjeta,Pagado,2025-02-08
O005618,Tarjeta,Pagado,2024-03-19
O005619,Tarjeta,Pagado,2024-04-20
O005620,Tarjeta,Pagado,2024-11-02
O005621,Tarjeta,Pagado,2024-09-23
O005622,PSE,Pagado,2025-01-31
O005623,PSE,Pagado,2025-05-03
O005624,Transferencia,Pagado,2025-09-03
O005625,Transferencia,Pagado,2024-12-03
O005626,Efectivo,Pagado,2025-09-11
O005627,Transferencia,Pagado,2024-07-17
O005628,Efectivo,Pagado,2024-10-09
O005629,Transferencia,Pagado,2025-12-30
O005630,PSE,Pagado,2025-08-16
O005631,Tarjeta,Pagado,2024-12-17
O005632,Tarjeta,Pendiente,2025-05-17
O005633,Tarjeta,Pagado,2024-12-18
O005634,Tarjeta,Pendiente,2025-07-22
O005635,Tarjeta,Pagado,2024-10-11
O005636,Tarjeta,Pagado,2024-04-22
O005637,Efectivo,Pendiente,2024-09-23
O005638,Transferencia,Pagado,2024-02-28
O005639,PSE,Pagado,2025-04-23
O005640,Tarjeta,Pagado,2025-06-19
O005641,PSE,Rechazado,2025-02-04
O005642,PSE,Pagado,2025-04-19
O005643,Tarjeta,Pagado,2024-11-30
O005644,Tarjeta,Pagado,2024-06-21
O005645,Transferencia,Pendiente,2025-07-27
O005646,Tarjeta,Pagado,2024-12-06
O005647,Transferencia,Pagado,2025-12-16
O005648,Tarjeta,Pagado,2024-03-18
O005649,PSE,Pagado,2024-08-22
O005650,Transferencia,Pendiente,2024-02-26
O005651,PSE,Pagado,2024-07-08
O005652,PSE,Pagado,2024-12-31
O005653,Tarjeta,Pagado,2025-12-09
O005654,Tarjeta,Pendiente,2024-06-23
O005655,Efectivo,Pagado,2024-08-11
O005656,Tarjeta,Pagado,2024-05-04
O005657,Transferencia,Pagado,2024-01-29
O005658,Tarjeta,Pendiente,2024-01-19
O005659,Tarjeta,Pagado,2024-06-06
O005660,PSE,Pagado,2024-03-07
O005661,Tarjeta,Pagado,2025-03-08
O005662,Tarjeta,Pagado,2025-05-12
O005663,Transferencia,Pagado,2024-06-03
O005664,Tarjeta,Pagado,2024-05-18
O005665,Transferencia,Pagado,2024-01-14
O005666,Efectivo,Pagado,2024-08-17
O005667,Tarjeta,Pagado,2025-12-28
O005668,Tarjeta,Pagado,2025-10-04
O005669,Tarjeta,Pagado,2024-07-05
O005670,Tarjeta,Pagado,2025-08-06
O005671,Tarjeta,Pagado,2024-01-11
O005672,Efectivo,Pagado,2024-01-08
O005673,Tarjeta,Pendiente,2024-12-03
O005674,Transferencia,Pagado,2025-12-12
O005675,Tarjeta,Pagado,2024-02-07
O005676,PSE,Pendiente,2025-11-09
O005677,PSE,Pagado,2024-06-09
O005678,PSE,Pendiente,2024-03-15
O005679,Transferencia,Pagado,2024-10-25
O005680,Tarjeta,Pendiente,2024-11-03
O005681,PSE,Pagado,2024-10-22
O005682,Tarjeta,Pagado,2024-05-05
O005683,Tarjeta,Pagado,2025-04-13
O005684,Tarjeta,Rechazado,2024-06-15
O005685,Tarjeta,Pagado,2024-06-12
O005686,Tarjeta,Pendiente,2024-11-24
O005687,Transferencia,Pagado,2024-11-18
O005688,Transferencia,Pagado,2024-05-03
O005689,Tarjeta,Pagado,2025-09-24
O005690,Tarjeta,Pagado,2025-06-01
O005691,Tarjeta,Pagado,2025-02-23
O005692,Efectivo,Pagado,2025-03-22
O005693,Transferencia,Pagado,2025-05-19
O005694,Tarjeta,Pagado,2024-09-27
O005695,Transferencia,Pagado,2025-01-21
O005696,Tarjeta,Pagado,2024-06-18
O005697,Transferencia,Pagado,2024-02-19
O005698,Transferencia,Rechazado,2024-08-10
O005699,Transferencia,Pagado,2025-04-03
O005700,Tarjeta,Pagado,2025-10-05
O005701,Tarjeta,Pagado,2024-09-07
O005702,Transferencia,Pagado,2024-06-23
O005703,PSE,Pagado,2024-11-01
O005704,Tarjeta,Pagado,2024-11-01
O005705,Tarjeta,Pagado,2025-07-27
O005706,Efectivo,Pagado,2025-02-02
O005707,Tarjeta,Pendiente,2025-08-02
O005708,Transferencia,Pendiente,2024-09-10
O005709,Transferencia,Pagado,2025-12-25
O005710,Efectivo,Pagado,2025-11-01
O005711,PSE,Pendiente,2024-09-23
O005712,Transferencia,Pagado,2024-09-05
O005713,Transferencia,Pagado,2024-10-16
O005714,Tarjeta,Pagado,2024-03-13
O005715,Transferencia,Pagado,2025-04-05
O005716,PSE,Pagado,2024-10-31
O005717,Tarjeta,Pagado,2024-07-17
O005718,Transferencia,Pagado,2025-11-01
O005719,Transferencia,Pagado,2024-09-28
O005720,Efectivo,Pagado,2024-08-13
O005721,Transferencia,Pagado,2024-01-21
O005722,Efectivo,Rechazado,2025-12-07
O005723,Transferencia,Pagado,2025-05-15
O005724,Tarjeta,Pendiente,2024-12-03
O005725,Efectivo,Pagado,2025-07-02
O005726,Transferencia,Pagado,2025-01-13
O005727,Transferencia,Pagado,2024-12-04
O005728,Efectivo,Pagado,2025-11-30
O005729,Tarjeta,Pagado,2024-02-28
O005730,Tarjeta,Pagado,2024-09-29
O005731,Tarjeta,Pagado,2025-07-30
O005732,Tarjeta,Pagado,2024-05-07
O005733,Tarjeta,Pagado,2024-06-07
O005734,Transferencia,Pagado,2025-06-19
O005735,Tarjeta,Pendiente,2024-10-21
O005736,Tarjeta,Pagado,2024-07-30
O005737,Transferencia,Pagado,2025-06-16
O005738,Transferencia,Pagado,2025-04-13
O005739,Tarjeta,Pagado,2024-06-18
O005740,Tarjeta,Rechazado,2025-09-05
O005741,Tarjeta,Pagado,2025-02-12
O005742,Efectivo,Pagado,2024-03-25
O005743,Tarjeta,Pagado,2025-02-15
O005744,Transferencia,Pagado,2025-06-18
O005745,PSE,Pagado,2024-05-29
O005746,Tarjeta,Pagado,2024-06-28
O005747,Tarjeta,Pagado,2025-09-10
O005748,PSE,Pagado,2024-01-02
O005749,Transferencia,Pagado,2024-10-30
O005750,PSE,Pagado,2025-05-04
O005751,PSE,Pagado,2024-08-10
O005752,Efectivo,Pagado,2024-09-01
O005753,Transferencia,Pagado,2024-03-28
O005754,Tarjeta,Pagado,2025-11-28
O005755,Transferencia,Pagado,2024-06-23
O005756,Tarjeta,Pagado,2025-10-05
O005757,Tarjeta,Pagado,2024-09-17
O005758,Tarjeta,Pagado,2024-02-09
O005759,Transferencia,Pendiente,2025-11-05
O005760,Tarjeta,Pagado,2025-03-15
O005761,Transferencia,Pagado,2024-12-23
O005762,Tarjeta,Pagado,2024-04-08
O005763,Transferencia,Pagado,2025-03-15
O005764,Tarjeta,Pagado,2025-06-12
O005765,PSE,Pagado,2025-05-15
O005766,Tarjeta,Pagado,2024-11-11
