orden_id,cliente_id,fecha_orden,canal,monto_orden,ciudad,segmento,fecha_registro,metodo_pago,estado_pago,fecha_pago,dias_pago
O005392,525,2025-04-15,Fuerza Comercial,343.38,Cali,SMB,2022-01-16,Transferencia,Pagado,2025-04-15,0.0
O005393,645,2025-06-02,Online,362.85,Bogotá,SMB,2022-12-04,,,,
O005394,106,2024-09-15,Online,565.36,Cali,Mid-Market,2022-02-27,Tarjeta,Pagado,2024-09-16,1.0
O005395,244,2024-11-10,Online,1029.39,Barranquilla,Mid-Market,2024-11-03,PSE,Pagado,2024-11-16,6.0
O005396,328,2025-02-22,Online,1145.69,Bucaramanga,Mid-Market,2025-02-06,,,,
O005397,1068,2024-01-18,Online,564.17,Bogotá,SMB,2025-02-24,Tarjeta,Pagado,2024-01-24,6.0
O005398,23,2025-06-16,Online,782.07,Bogotá,SMB,2023-02-09,Transferencia,Pagado,2025-06-22,6.0
O005399,617,2024-08-15,Online,308.86,Barranquilla,SMB,2023-03-27,PSE,Pagado,2024-08-21,6.0
O005400,1071,2025-12-01,Partners,311.28,Bogotá,Mid-Market,2022-11-19,Transferencia,Pagado,2025-12-10,9.0
O005401,1015,2024-06-08,Fuerza Comercial,628.05,Barranquilla,SMB,2024-05-05,Tarjeta,Pagado,2024-06-09,1.0
O005402,881,2025-06-04,Fuerza Comercial,456.52,Bucaramanga,SMB,2024-03-31,Transferencia,Pagado,2025-06-04,0.0
O005403,13,2024-03-24,Online,402.35,Bogotá,Enterprise,2025-06-21,Transferencia,Pendiente,2024-03-25,1.0
O005404,1014,2024-11-20,Fuerza Comercial,456.29,Bucaramanga,Enterprise,2023-03-22,Transferencia,Pagado,2024-11-22,2.0
O005405,436,2025-07-27,Partners,195.9,Cali,Mid-Market,2023-12-19,Tarjeta,Pagado,2025-07-31,4.0
O005406,185,2025-02-04,Fuerza Comercial,280.01,Bucaramanga,Mid-Market,2024-01-25,PSE,Pagado,2025-02-04,0.0
O005407,160,2024-09-16,Online,444.46,Bogotá,Mid-Market,2022-09-10,Tarjeta,Pagado,2024-09-18,2.0
O005408,478,2024-07-23,Fuerza Comercial,408.87,Medellín,SMB,2023-04-04,Tarjeta,Pagado,2024-07-29,6.0
O005409,103,2024-10-22,Fuerza Comercial,887.72,Cali,Enterprise,2025-04-18,Transferencia,Pendiente,2024-10-30,8.0
O005410,446,2025-02-18,Online,310.65,Cali,SMB,2024-10-19,Transferencia,Pagado,2025-02-24,6.0
O005411,559,2025-02-11,Online,657.27,Bucaramanga,Mid-Market,2022-09-20,Transferencia,Pagado,2025-02-16,5.0
O005412,125,2025-06-02,Partners,836.6,Medellín,SMB,2022-03-16,Tarjeta,Pendiente,2025-06-08,6.0
O005413,218,2025-07-20,Online,251.0,Medellín,Mid-Market,2023-10-09,Tarjeta,Pagado,2025-07-26,6.0
O005414,538,2024-05-03,Fuerza Comercial,261.59,Medellín,SMB,2022-04-22,Tarjeta,Pendiente,2024-05-09,6.0
O005415,882,2024-11-11,Fuerza Comercial,905.34,Cali,SMB,2024-10-08,Efectivo,Pagado,2024-11-18,7.0
O005416,1027,2024-11-05,Fuerza Comercial,544.96,Bogotá,Enterprise,2023-01-31,Efectivo,Pagado,2024-11-12,7.0
O005417,264,2024-02-17,Fuerza Comercial,244.27,Cali,SMB,2024-05-22,Tarjeta,Pendiente,2024-02-24,7.0
O005418,1018,2025-07-11,Online,585.01,Cali,Mid-Market,2022-05-29,PSE,Pagado,2025-07-17,6.0
O005419,1032,2024-06-02,Fuerza Comercial,971.66,Bogotá,SMB,2025-04-02,Tarjeta,Pagado,2024-06-05,3.0
O005420,833,2024-01-07,Online,493.41,Barranquilla,SMB,2023-06-22,PSE,Pagado,2024-01-13,6.0
O005421,313,2025-03-14,Fuerza Comercial,222.5,Bucaramanga,Enterprise,2023-12-17,Efectivo,Pagado,2025-03-15,1.0
O005422,678,2025-05-11,Partners,283.8,Cali,Enterprise,2022-11-11,Tarjeta,Pagado,2025-05-19,8.0
O005423,747,2024-12-06,Online,498.42,Bucaramanga,SMB,2024-02-11,Tarjeta,Pagado,2024-12-12,6.0
O005424,209,2024-11-04,Fuerza Comercial,386.43,Cali,SMB,2025-04-27,Tarjeta,Pagado,2024-11-12,8.0
O005425,181,2024-02-24,Online,509.49,Bucaramanga,SMB,2024-11-13,PSE,Pagado,2024-03-02,7.0
O005426,555,2024-06-24,Fuerza Comercial,497.75,Barranquilla,SMB,2022-10-22,Transferencia,Pagado,2024-06-30,6.0
O005427,596,2024-03-18,Fuerza Comercial,262.2,Bucaramanga,Mid-Market,2025-05-05,PSE,Pagado,2024-03-21,3.0
O005428,451,2025-09-04,Online,682.32,Cali,SMB,2023-07-30,Tarjeta,Pagado,2025-09-04,0.0
O005429,205,2024-12-17,Fuerza Comercial,405.4,Bucaramanga,SMB,2023-05-11,Tarjeta,Pagado,2024-12-24,7.0
O005430,654,2025-04-05,Fuerza Comercial,235.91,Barranquilla,Mid-Market,2024-02-22,Tarjeta,Pagado,2025-04-05,0.0
O005431,30,2025-05-12,Fuerza Comercial,508.13,Medellín,SMB,2024-01-20,Transferencia,Pagado,2025-05-16,4.0
O005432,716,2025-06-28,Partners,226.53,Bogotá,SMB,2024-02-08,Tarjeta,Pagado,2025-07-03,5.0
O005433,410,2024-02-23,Online,258.93,Barranquilla,Enterprise,2024-07-22,Tarjeta,Pagado,2024-03-03,9.0
O005434,522,2024-01-03,Fuerza Comercial,357.26,Cali,SMB,2024-02-27,Tarjeta,Pagado,2024-01-10,7.0
O005435,674,2024-07-03,Online,340.21,Bogotá,Mid-Market,2024-09-03,Transferencia,Pendiente,2024-07-03,0.0
O005436,416,2025-05-05,Online,196.72,Bogotá,SMB,2023-05-10,Tarjeta,Pagado,2025-05-06,1.0
O005437,516,2024-02-24,Online,272.9,Cali,Mid-Market,2024-05-21,Tarjeta,Pagado,2024-03-04,9.0
O005438,890,2025-09-20,Fuerza Comercial,500.31,Bogotá,Enterprise,2022-09-29,Efectivo,Pagado,2025-09-29,9.0
O005439,1089,2025-07-26,Fuerza Comercial,951.68,Bogotá,SMB,2024-01-15,Efectivo,Pagado,2025-07-27,1.0
O005440,538,2024-06-17,Online,640.14,Medellín,SMB,2022-04-22,Tarjeta,Pagado,2024-06-19,2.0
O005441,1094,2024-07-27,Online,373.62,Cali,SMB,2024-02-25,Transferencia,Pagado,2024-07-29,2.0
O005442,224,2024-03-27,Fuerza Comercial,327.57,Bucaramanga,SMB,2024-06-12,Tarjeta,Pagado,2024-04-05,9.0
O005443,956,2024-07-02,Online,347.29,Barranquilla,Mid-Market,2023-10-20,Transferencia,Pagado,2024-07-09,7.0
O005444,665,2025-11-26,Fuerza Comercial,256.71,Cali,SMB,2022-02-13,Transferencia,Pagado,2025-12-01,5.0
O005445,16,2024-05-01,Fuerza Comercial,454.23,Barranquilla,SMB,2022-12-14,Efectivo,Pagado,2024-05-08,7.0
O005446,368,2024-10-29,Fuerza Comercial,419.92,Bucaramanga,SMB,2025-04-17,Tarjeta,Pagado,2024-11-04,6.0
O005447,982,2024-07-25,Fuerza Comercial,525.29,Medellín,Enterprise,2022-06-09,Tarjeta,Pagado,2024-08-01,7.0
O005448,783,2025-12-16,Online,221.05,Cali,Mid-Market,2023-02-18,Tarjeta,Pagado,2025-12-21,5.0
O005449,230,2025-04-11,Online,360.75,Cali,Mid-Market,2022-12-04,PSE,Pagado,2025-04-15,4.0
O005450,167,2025-01-19,Online,360.81,Bogotá,SMB,2022-08-03,PSE,Pagado,2025-01-25,6.0
O005451,464,2025-07-12,Fuerza Comercial,281.0,Cali,SMB,2022-06-25,Tarjeta,Pagado,2025-07-20,8.0
O005452,260,2025-06-10,Online,312.16,Bucaramanga,Mid-Market,2022-08-04,Efectivo,Pendiente,2025-06-12,2.0
O005453,694,2024-01-27,Partners,591.62,Bogotá,SMB,2022-01-09,Transferencia,Pagado,2024-02-01,5.0
O005454,168,2025-11-27,Fuerza Comercial,251.77,Cali,Enterprise,2022-09-26,PSE,Pendiente,2025-12-06,9.0
O005455,393,2025-07-10,Online,543.83,Bucaramanga,SMB,2023-09-25,Tarjeta,Pagado,2025-07-15,5.0
O005456,652,2025-06-28,Fuerza Comercial,178.74,Barranquilla,Enterprise,2024-06-19,Tarjeta,Pagado,2025-07-05,7.0
O005457,401,2024-05-28,Fuerza Comercial,990.37,Medellín,SMB,2023-03-05,Tarjeta,Pagado,2024-06-02,5.0
O005458,75,2024-05-17,Online,277.54,Medellín,SMB,2024-02-15,PSE,Pagado,2024-05-18,1.0
O005459,1177,2025-01-10,Partners,686.09,Bogotá,Mid-Market,2024-03-23,Transferencia,Pagado,2025-01-12,2.0
O005460,563,2024-05-07,Online,517.46,Bogotá,Mid-Market,2024-01-14,Efectivo,Pagado,2024-05-12,5.0
O005461,538,2024-10-07,Fuerza Comercial,469.92,Medellín,SMB,2022-04-22,Transferencia,Pagado,2024-10-14,7.0
O005462,1053,2024-12-11,Fuerza Comercial,322.1,Bogotá,Enterprise,2022-05-03,Tarjeta,Pagado,2024-12-16,5.0
O005463,939,2024-05-22,Fuerza Comercial,266.3,Medellín,SMB,2022-08-30,Efectivo,Pendiente,2024-05-26,4.0
O005464,160,2024-09-16,Partners,708.93,Bogotá,Mid-Market,2022-09-10,Tarjeta,Pagado,2024-09-23,7.0
O005465,560,2025-09-07,Fuerza Comercial,818.71,Cali,Enterprise,2024-06-22,Tarjeta,Pagado,2025-09-09,2.0
O005466,186,2025-05-25,Online,750.94,Bogotá,Mid-Market,2023-01-18,Tarjeta,Pagado,2025-05-26,1.0
O005467,185,2025-12-26,Online,461.45,Bucaramanga,Mid-Market,2024-01-25,Tarjeta,Pagado,2025-12-29,3.0
O005468,413,2024-03-16,Partners,568.0,Bucaramanga,Mid-Market,2023-05-19,Tarjeta,Pendiente,2024-03-23,7.0
O005469,780,2025-04-05,Fuerza Comercial,520.28,Cali,Enterprise,2024-01-23,Tarjeta,Pagado,2025-04-13,8.0
O005470,570,2024-08-28,Fuerza Comercial,554.81,Bucaramanga,SMB,2024-11-13,Tarjeta,Pagado,2024-09-03,6.0
O005471,976,2025-09-17,Fuerza Comercial,161.26,Medellín,Enterprise,2022-01-21,,,,
O005472,1128,2025-09-03,Fuerza Comercial,374.13,Bucaramanga,Mid-Market,2024-10-18,Transferencia,Pagado,2025-09-09,6.0
O005473,358,2024-03-03,Online,616.41,Bogotá,SMB,2023-12-16,Tarjeta,Pagado,2024-03-12,9.0
O005474,541,2025-07-27,Fuerza Comercial,509.48,Barranquilla,Enterprise,2024-10-22,Tarjeta,Pagado,2025-08-04,8.0
O005475,844,2025-08-23,Online,234.26,Medellín,SMB,2025-02-23,PSE,Pagado,2025-08-25,2.0
O005476,132,2024-02-23,Online,214.26,Barranquilla,SMB,2023-03-19,Efectivo,Pagado,2024-02-24,1.0
O005477,439,2024-05-04,Online,506.38,Bogotá,Enterprise,2023-09-07,Transferencia,Pagado,2024-05-08,4.0
O005478,840,2025-03-11,Online,1003.36,Medellín,SMB,2023-12-06,Efectivo,Pagado,2025-03-20,9.0
O005479,454,2025-04-11,Fuerza Comercial,246.81,Bucaramanga,SMB,2022-10-07,Transferencia,Pagado,2025-04-11,0.0
O005480,489,2025-01-11,Partners,351.96,Medellín,Mid-Market,2023-06-01,Tarjeta,Pagado,2025-01-18,7.0
O005481,570,2024-08-20,Online,281.65,Bucaramanga,SMB,2024-11-13,Transferencia,Pagado,2024-08-27,7.0
O005482,392,2025-10-25,Fuerza Comercial,590.63,Bucaramanga,Enterprise,2024-10-18,Tarjeta,Pagado,2025-10-25,0.0
O005483,279,2024-05-28,Fuerza Comercial,1176.47,Bogotá,SMB,2025-03-14,Tarjeta,Pagado,2024-06-03,6.0
O005484,734,2024-06-23,Fuerza Comercial,410.99,Barranquilla,Mid-Market,2024-09-22,Transferencia,Pagado,2024-06-27,4.0
O005485,42,2025-03-15,Fuerza Comercial,662.35,Cali,Mid-Market,2022-11-01,Transferencia,Pendiente,2025-03-19,4.0
O005486,586,2024-11-17,Partners,515.85,Bucaramanga,Mid-Market,2024-03-12,Efectivo,Pagado,2024-11-19,2.0
O005487,1172,2025-07-13,Online,352.18,Cali,SMB,2023-06-14,Tarjeta,Pagado,2025-07-14,1.0
O005488,212,2024-03-07,Partners,193.27,Medellín,SMB,2023-12-21,Transferencia,Pagado,2024-03-16,9.0
O005489,1025,2025-09-09,Fuerza Comercial,320.01,Bogotá,SMB,2022-01-10,PSE,Pagado,2025-09-10,1.0
O005490,519,2025-10-17,Fuerza Comercial,335.1,Cali,SMB,2023-12-16,Transferencia,Pagado,2025-10-24,7.0
O005491,1180,2025-03-02,Fuerza Comercial,639.58,Bogotá,SMB,2024-08-02,Transferencia,Pagado,2025-03-06,4.0
O005492,804,2025-03-21,Online,518.33,Cali,SMB,2024-05-19,PSE,Pagado,2025-03-25,4.0
O005493,1039,2025-09-04,Partners,230.97,Medellín,SMB,2022-03-18,Transferencia,Pagado,2025-09-05,1.0
O005494,101,2025-04-14,Fuerza Comercial,579.98,Medellín,SMB,2025-06-20,,,,
O005495,105,2024-06-20,Fuerza Comercial,107.37,Bucaramanga,SMB,2022-05-25,Transferencia,Pagado,2024-06-26,6.0
O005496,1033,2025-01-29,Online,452.25,Medellín,SMB,2024-04-27,,,,
O005497,1147,2024-09-19,Online,450.88,Cali,Enterprise,2022-08-08,PSE,Pagado,2024-09-27,8.0
O005498,222,2025-08-24,Online,247.93,Barranquilla,SMB,2025-05-04,Tarjeta,Pagado,2025-08-25,1.0
O005499,703,2025-11-12,Online,965.94,Bogotá,SMB,2024-02-22,Tarjeta,Pagado,2025-11-18,6.0
O005500,563,2024-08-25,Online,707.81,Bogotá,Mid-Market,2024-01-14,Tarjeta,Pagado,2024-08-30,5.0
O005501,556,2025-09-18,Online,564.1,Bogotá,SMB,2025-02-04,,,,
O005502,198,2024-01-27,Partners,595.05,Bogotá,SMB,2024-04-04,PSE,Pendiente,2024-01-29,2.0
O005503,431,2024-09-15,Fuerza Comercial,1324.08,Bogotá,SMB,2024-09-05,Transferencia,Pagado,2024-09-20,5.0
O005504,689,2025-06-08,Online,219.94,Medellín,SMB,2024-05-17,Transferencia,Pagado,2025-06-08,0.0
O005505,310,2024-04-11,Online,740.86,Barranquilla,SMB,2022-11-14,Transferencia,Pendiente,2024-04-16,5.0
O005506,711,2025-09-30,Fuerza Comercial,198.62,Bogotá,SMB,2022-04-01,Efectivo,Pagado,2025-10-02,2.0
O005507,788,2024-02-03,Online,234.72,Cali,SMB,2022-04-10,PSE,Pagado,2024-02-11,8.0
O005508,869,2025-09-03,Fuerza Comercial,753.17,Medellín,Mid-Market,2022-07-20,Tarjeta,Pagado,2025-09-06,3.0
O005509,611,2025-06-08,Partners,359.65,Bogotá,Mid-Market,2022-11-21,Tarjeta,Pagado,2025-06-17,9.0
O005510,732,2025-05-12,Fuerza Comercial,298.41,Bogotá,Mid-Market,2024-12-15,Tarjeta,Pagado,2025-05-20,8.0
O005511,738,2025-12-16,Online,484.11,Bogotá,SMB,2022-02-04,PSE,Pagado,2025-12-18,2.0
O005512,420,2024-06-23,Online,1057.68,Bucaramanga,Mid-Market,2025-02-13,Tarjeta,Pagado,2024-06-29,6.0
O005513,283,2025-04-24,Fuerza Comercial,182.69,Barranquilla,SMB,2025-03-10,Efectivo,Pagado,2025-05-03,9.0
O005514,1148,2025-10-04,Online,489.17,Bogotá,SMB,2024-09-26,PSE,Pagado,2025-10-07,3.0
O005515,957,2024-10-15,Online,580.74,Barranquilla,Enterprise,2023-03-19,Transferencia,Pagado,2024-10-15,0.0
O005516,678,2024-03-16,Online,117.78,Cali,Enterprise,2022-11-11,Efectivo,Pagado,2024-03-21,5.0
O005517,366,2024-09-27,Online,483.47,Bucaramanga,SMB,2023-03-09,Tarjeta,Pagado,2024-09-27,0.0
O005518,1181,2025-11-02,Online,723.39,Cali,Enterprise,2022-09-09,Efectivo,Pendiente,2025-11-03,1.0
O005519,497,2025-09-29,Online,873.28,Cali,Mid-Market,2024-08-07,Efectivo,Pagado,2025-09-30,1.0
O005520,102,2025-09-19,Online,186.72,Medellín,SMB,2023-10-09,Tarjeta,Pagado,2025-09-28,9.0
O005521,89,2024-09-15,Fuerza Comercial,490.6,Barranquilla,Mid-Market,2024-04-13,Tarjeta,Pagado,2024-09-20,5.0
O005522,1036,2025-09-26,Fuerza Comercial,356.01,Bucaramanga,SMB,2024-07-17,Tarjeta,Pagado,2025-10-04,8.0
O005523,315,2025-02-25,Fuerza Comercial,896.06,Bogotá,SMB,2023-11-23,Transferencia,Pagado,2025-03-06,9.0
O005524,556,2025-05-26,Partners,519.65,Bogotá,SMB,2025-02-04,Tarjeta,Pagado,2025-05-28,2.0
O005525,556,2024-03-17,Online,488.91,Bogotá,SMB,2025-02-04,Transferencia,Pendiente,2024-03-20,3.0
O005526,1102,2024-10-21,Partners,492.62,Cali,Enterprise,2023-02-25,Tarjeta,Pagado,2024-10-22,1.0
O005527,564,2025-01-09,Online,805.05,Bogotá,Mid-Market,2023-02-16,PSE,Pagado,2025-01-10,1.0
O005528,288,2024-09-01,Partners,423.96,Cali,SMB,2023-07-03,PSE,Pagado,2024-09-01,0.0
O005529,908,2025-07-01,Online,733.61,Bucaramanga,Enterprise,2024-11-05,Transferencia,Pendiente,2025-07-04,3.0
O005530,494,2024-06-14,Online,241.09,Barranquilla,Enterprise,2024-07-15,PSE,Pagado,2024-06-20,6.0
O005531,915,2024-08-04,Fuerza Comercial,444.19,Bogotá,SMB,2024-07-20,Efectivo,Pagado,2024-08-08,4.0
O005532,478,2025-12-13,Online,700.8,Medellín,SMB,2023-04-04,Transferencia,Pagado,2025-12-15,2.0
O005533,236,2024-01-16,Online,605.63,Bucaramanga,Enterprise,2022-07-26,Tarjeta,Pagado,2024-01-22,6.0
O005534,484,2025-07-08,Online,411.41,Cali,Mid-Market,2022-07-16,PSE,Pagado,2025-07-11,3.0
O005535,57,2025-07-01,Fuerza Comercial,595.5,Bucaramanga,Mid-Market,2024-10-24,Transferencia,Pagado,2025-07-09,8.0
O005536,919,2025-05-01,Online,475.61,Bucaramanga,Mid-Market,2023-04-24,Tarjeta,Pagado,2025-05-06,5.0
O005537,874,2024-05-01,Online,400.61,Bogotá,SMB,2022-12-30,Tarjeta,Pagado,2024-05-05,4.0
O005538,1073,2024-01-02,Fuerza Comercial,195.4,Bogotá,Mid-Market,2023-05-11,PSE,Pagado,2024-01-06,4.0
O005539,103,2025-03-29,Fuerza Comercial,197.12,Cali,Enterprise,2025-04-18,Efectivo,Pagado,2025-03-31,2.0
O005540,803,2024-02-15,Online,596.95,Cali,Mid-Market,2024-03-02,PSE,Pagado,2024-02-23,8.0
O005541,1094,2024-11-26,Online,891.93,Cali,SMB,2024-02-25,Tarjeta,Pagado,2024-12-03,7.0
O005542,81,2024-06-05,Online,416.24,Barranquilla,Mid-Market,2024-05-09,PSE,Pagado,2024-06-06,1.0
O005543,1153,2024-06-24,Fuerza Comercial,308.34,Bogotá,Mid-Market,2023-10-07,Transferencia,Pagado,2024-06-27,3.0
O005544,283,2024-11-12,Online,170.35,Barranquilla,SMB,2025-03-10,PSE,Pagado,2024-11-18,6.0
O005545,518,2025-02-22,Fuerza Comercial,647.29,Barranquilla,Enterprise,2023-11-26,PSE,Pagado,2025-03-02,8.0
O005546,983,2024-10-09,Online,408.02,Barranquilla,SMB,2024-02-08,Tarjeta,Pagado,2024-10-14,5.0
O005547,122,2025-10-16,Online,194.26,Bucaramanga,SMB,2022-05-30,Tarjeta,Pagado,2025-10-23,7.0
O005548,56,2025-03-01,Partners,460.78,Barranquilla,Mid-Market,2022-08-29,Tarjeta,Pagado,2025-03-04,3.0
O005549,725,2025-09-27,Online,561.42,Cali,Enterprise,2023-05-28,Tarjeta,Pagado,2025-10-05,8.0
O005550,388,2025-10-26,Partners,423.82,Bucaramanga,Mid-Market,2024-08-20,Transferencia,Pagado,2025-10-27,1.0
O005551,609,2025-11-04,Partners,177.82,Bogotá,SMB,2024-04-03,,,,
O005552,1113,2025-11-14,Online,364.87,Bucaramanga,Mid-Market,2025-01-05,Transferencia,Pagado,2025-11-19,5.0
O005553,943,2025-01-30,Online,654.47,Barranquilla,SMB,2024-07-28,Tarjeta,Pagado,2025-02-03,4.0
O005554,81,2024-11-18,Fuerza Comercial,667.32,Barranquilla,Mid-Market,2024-05-09,PSE,Pagado,2024-11-25,7.0
O005555,350,2024-11-23,Fuerza Comercial,577.22,Medellín,SMB,2024-11-16,Tarjeta,Pagado,2024-11-30,7.0
O005556,1091,2025-03-06,Online,190.36,Medellín,SMB,2025-02-27,Transferencia,Pagado,2025-03-12,6.0
O005557,1150,2025-01-12,Online,378.8,Bucaramanga,Enterprise,2025-01-16,Transferencia,Pagado,2025-01-16,4.0
O005558,625,2025-04-20,Online,656.35,Medellín,SMB,2025-03-06,Transferencia,Pagado,2025-04-29,9.0
O005559,960,2025-12-27,Fuerza Comercial,308.02,Medellín,SMB,2022-08-22,Tarjeta,Pagado,2025-12-30,3.0
O005560,908,2025-08-24,Fuerza Comercial,844.95,Bucaramanga,Enterprise,2024-11-05,Tarjeta,Pagado,2025-09-02,9.0
O005561,320,2024-12-06,Partners,207.66,Cali,SMB,2024-02-18,Efectivo,Pagado,2024-12-15,9.0
O005562,636,2024-10-09,Online,506.13,Medellín,SMB,2024-03-30,Transferencia,Pagado,2024-10-18,9.0
O005563,223,2024-08-06,Online,597.07,Medellín,Enterprise,2024-04-09,Tarjeta,Pagado,2024-08-10,4.0
O005564,927,2025-03-02,Online,739.57,Barranquilla,SMB,2023-04-14,,,,
O005565,672,2024-09-14,Fuerza Comercial,505.9,Barranquilla,SMB,2024-03-24,Transferencia,Pagado,2024-09-21,7.0
O005566,1113,2024-06-26,Online,293.89,Bucaramanga,Mid-Market,2025-01-05,Tarjeta,Pagado,2024-06-29,3.0
O005567,335,2025-12-21,Online,577.87,Cali,SMB,2024-05-21,Tarjeta,Pagado,2025-12-29,8.0
O005568,495,2024-01-02,Online,502.52,Bogotá,Enterprise,2023-04-01,Transferencia,Pendiente,2024-01-04,2.0
O005569,933,2024-07-03,Online,258.2,Cali,SMB,2024-06-13,Tarjeta,Pagado,2024-07-10,7.0
O005570,617,2024-08-13,Fuerza Comercial,436.68,Barranquilla,SMB,2023-03-27,PSE,Pagado,2024-08-15,2.0
O005571,609,2025-12-16,Fuerza Comercial,384.77,Bogotá,SMB,2024-04-03,Tarjeta,Pagado,2025-12-18,2.0
O005572,1187,2025-07-04,Fuerza Comercial,319.76,Bucaramanga,Mid-Market,2023-05-11,Tarjeta,Pagado,2025-07-08,4.0
O005573,823,2025-10-16,Fuerza Comercial,278.2,Medellín,Mid-Market,2024-12-05,Transferencia,Pagado,2025-10-23,7.0
O005574,910,2024-04-13,Online,163.49,Bucaramanga,SMB,2025-03-16,Transferencia,Pagado,2024-04-22,9.0
O005575,1060,2025-02-05,Online,483.2,Medellín,Enterprise,2024-10-13,Transferencia,Pagado,2025-02-10,5.0
O005576,743,2024-10-31,Fuerza Comercial,449.89,Cali,Mid-Market,2023-10-09,Tarjeta,Pagado,2024-11-09,9.0
O005577,798,2025-12-15,Fuerza Comercial,363.24,Bogotá,Mid-Market,2023-12-09,PSE,Pagado,2025-12-23,8.0
O005578,1092,2024-05-19,Online,330.12,Bucaramanga,SMB,2022-02-07,Tarjeta,Pagado,2024-05-25,6.0
O005579,1116,2024-07-01,Online,251.88,Cali,SMB,2025-01-30,Tarjeta,Pendiente,2024-07-03,2.0
O005580,464,2025-09-24,Fuerza Comercial,342.97,Cali,SMB,2022-06-25,Tarjeta,Pagado,2025-09-24,0.0
O005581,631,2024-02-17,Partners,904.21,Cali,Mid-Market,2022-11-28,Tarjeta,Pagado,2024-02-17,0.0
O005582,1083,2025-09-21,Partners,868.51,Cali,SMB,2023-07-23,Tarjeta,Pagado,2025-09-21,0.0
O005583,804,2024-02-14,Partners,721.7,Cali,SMB,2024-05-19,Tarjeta,Pagado,2024-02-23,9.0
O005584,665,2025-10-04,Online,513.63,Cali,SMB,2022-02-13,PSE,Pagado,2025-10-12,8.0
O005585,508,2024-05-23,Online,358.16,Barranquilla,SMB,2024-11-16,Tarjeta,Pagado,2024-05-28,5.0
O005586,1020,2024-09-30,Online,156.45,Medellín,Mid-Market,2024-12-28,Tarjeta,Pendiente,2024-10-07,7.0
O005587,580,2025-09-30,Online,572.78,Cali,SMB,2023-03-01,Transferencia,Pagado,2025-10-07,7.0
O005588,891,2025-07-05,Online,283.48,Cali,Mid-Market,2023-01-20,Tarjeta,Pagado,2025-07-10,5.0
O005589,35,2025-08-07,Fuerza Comercial,626.29,Bogotá,SMB,2025-06-13,PSE,Pagado,2025-08-10,3.0
O005590,581,2025-05-09,Fuerza Comercial,173.78,Barranquilla,SMB,2022-08-21,Tarjeta,Pagado,2025-05-11,2.0
O005591,1123,2025-01-24,Online,333.08,Cali,Mid-Market,2022-10-22,Transferencia,Pagado,2025-01-31,7.0
O005592,893,2024-11-03,Online,389.75,Barranquilla,SMB,2023-12-15,PSE,Pagado,2024-11-11,8.0
O005593,749,2024-06-08,Online,579.08,Medellín,Enterprise,2023-08-04,Efectivo,Pagado,2024-06-11,3.0
O005594,297,2025-07-21,Online,438.06,Bucaramanga,Mid-Market,2024-01-25,Tarjeta,Pagado,2025-07-25,4.0
O005595,98,2024-10-11,Online,165.39,Cali,Mid-Market,2023-04-11,PSE,Pagado,2024-10-18,7.0
O005596,941,2024-12-21,Fuerza Comercial,857.51,Bucaramanga,SMB,2024-02-09,Efectivo,Pagado,2024-12-23,2.0
O005597,573,2024-11-26,Online,290.09,Barranquilla,SMB,2023-06-24,PSE,Pagado,2024-12-01,5.0
O005598,1136,2024-06-13,Online,117.49,Cali,Enterprise,2025-06-12,Efectivo,Pagado,2024-06-16,3.0
O005599,892,2024-11-21,Online,618.6,Barranquilla,Enterprise,2022-08-21,PSE,Pagado,2024-11-23,2.0
O005600,1164,2025-06-10,Online,367.76,Barranquilla,SMB,2022-03-29,Tarjeta,Pagado,2025-06-10,0.0
O005601,525,2024-06-21,Partners,782.78,Cali,SMB,2022-01-16,PSE,Pagado,2024-06-28,7.0
O005602,545,2024-04-18,Online,487.27,Bogotá,SMB,2022-07-01,PSE,Pagado,2024-04-18,0.0
O005603,1165,2025-06-21,Online,586.63,Bucaramanga,Mid-Market,2025-01-29,Tarjeta,Pagado,2025-06-24,3.0
O005604,999,2024-12-06,Partners,389.48,Bucaramanga,Enterprise,2025-02-18,Tarjeta,Pagado,2024-12-08,2.0
O005605,902,2024-02-15,Fuerza Comercial,306.19,Barranquilla,SMB,2024-11-28,Tarjeta,Pagado,2024-02-18,3.0
O005606,683,2024-05-03,Online,437.44,Cali,SMB,2023-07-29,Transferencia,Pagado,2024-05-06,3.0
O005607,929,2025-06-15,Partners,506.77,Cali,SMB,2022-12-08,Tarjeta,Pagado,2025-06-22,7.0
O005608,1058,2024-01-12,Online,225.78,Medellín,Mid-Market,2024-09-20,Efectivo,Pagado,2024-01-15,3.0
O005609,158,2025-07-30,Online,429.5,Barranquilla,SMB,2022-04-07,Tarjeta,Pagado,2025-08-01,2.0
O005610,425,2025-06-23,Fuerza Comercial,783.97,Medellín,SMB,2022-09-28,PSE,Pagado,2025-06-28,5.0
O005611,53,2024-05-17,Online,359.34,Barranquilla,Mid-Market,2022-10-16,Transferencia,Pagado,2024-05-25,8.0
O005612,841,2024-02-10,Fuerza Comercial,509.04,Medellín,Mid-Market,2022-06-08,Tarjeta,Pagado,2024-02-11,1.0
O005613,494,2025-07-11,Fuerza Comercial,231.91,Barranquilla,Enterprise,2024-07-15,Transferencia,Pagado,2025-07-20,9.0
